Yelp,sourcing_yelp,Las Brasas,Spanish,NA,Spain,Puerto Rico,PRM,"C.C. Puerto RicoAvenida Tomás Roca Bosch, 835130 Puerto Rico",NA,NA,NA,928 560 947,1  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/las-brasas-puerto-rico,NA,NA,NA
Yelp,sourcing_yelp,Las Brasas,Spanish,NA,Spain,Puerto Rico,PRM,"C.C. Puerto RicoAvenida Tomás Roca Bosch, 835130 Puerto Rico",NA,NA,NA,928 560 947,1  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/las-brasas-puerto-rico,NA,NA,NA
Yelp,sourcing_yelp,La Mattina,Italian,NA,Spain,Puerto Rico,PRM,"C.C. OlasCalle Juan Díaz Rodriguez, s/n35130 Puerto Rico",NA,NA,NA,928 560 616,5  ,NA,https://www.yelp.com,https://www.yelp.com/biz/la-mattina-puerto-rico,NA,NA,NA
Yelp,sourcing_yelp,Bar restaurante Vista Mar,Restaurants,NA,Spain,Puerto Rico,PRM,Playa del Tauro 5835138 Mogan,NA,NA,NA,677 130 671,3  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/bar-restaurante-vista-mar-mogan,NA,NA,NA
