Competitor ,Country_code,City_code,hex7_tag,Restaurant Name,,,Food tag 1,Schdeule,Min. Order Price,Delivery Cost,Restaurant Link,Created_at,Updated_at
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Trattoria Verdi Victoriei,,,Italian ,Deschide la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/trattoria-verdi-victoriei/921/partener,30/10/2020 13:46:18,30/10/2020 13:46:18
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Taverna Baba Novac,,,RomÃ¢nesc ,Închide la 22:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/taverna-baba-novac/2645/partener,30/10/2020 13:46:19,30/10/2020 13:46:19
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Ciao Napoli,,,InternaÈ›ional ,Deschide la 14:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/ciao-napoli/2416/partener,30/10/2020 13:46:20,30/10/2020 13:46:20
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Meat Busters - Mercato Comunale,,,American ,Deschide la 12:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/meat-busters-mercato-comunale/3543/partener,30/10/2020 13:46:21,30/10/2020 13:46:21
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Poli gara de nord,,,InternaÈ›ional ,Închide la 20:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/poli-gara-de-nord/2283/partener,30/10/2020 13:46:22,30/10/2020 13:46:22
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Pizzou,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/pizzou/3611/partener,30/10/2020 13:46:22,30/10/2020 13:46:22
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Ciorbe si placinte Victoriei,,,RomÃ¢nesc ,Închide la 19:45,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/ciorbe-si-placinte-victoriei/3402/partener,30/10/2020 13:46:23,30/10/2020 13:46:23
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Sweet by MarVio Vulcan,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/sweet-by-marvio-vulcan/2716/partener,30/10/2020 13:46:24,30/10/2020 13:46:24
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,The Globe Restaurant,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/the-globe-restaurant/4015/partener,30/10/2020 13:46:25,30/10/2020 13:46:25
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Burgatoriu,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/burgatoriu/2826/partener,30/10/2020 13:46:26,30/10/2020 13:46:26
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Manay Chinese Food,,,Asiatic ,Închide la 22:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/manay-chinese-food/3935/partener,30/10/2020 13:46:27,30/10/2020 13:46:27
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Eat Etc Conect,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/eat-etc-conect/3226/partener,30/10/2020 13:46:28,30/10/2020 13:46:28
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,PlescavitaVan,,,InternaÈ›ional ,Închide la 21:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/plescavitavan/2123/partener,30/10/2020 13:46:28,30/10/2020 13:46:28
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Il Calcio by Mr. Val Romancierilor,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/il-calcio-by-mr-val-romancierilor/3031/partener,30/10/2020 13:46:29,30/10/2020 13:46:29
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Gyros Thessalonikis Chitilei,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/gyros-thessalonikis-chitilei/2452/partener,30/10/2020 13:46:30,30/10/2020 13:46:30
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,La Micutu,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/la-micutu/3481/partener,30/10/2020 13:46:31,30/10/2020 13:46:31
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Chopstix Promenada,,,Asiatic ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/chopstix-promenada/3057/partener,30/10/2020 13:46:32,30/10/2020 13:46:32
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Padi`s Kebab Fresh Chicken,,,InternaÈ›ional ,Închide la 21:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/padi-s-kebab-fresh-chicken/3536/partener,30/10/2020 13:46:33,30/10/2020 13:46:33
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Burger Van Apaca,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/burger-van-apaca/3600/partener,30/10/2020 13:46:34,30/10/2020 13:46:34
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Scandia Sibiu Baneasa,,,RomÃ¢nesc ,FALSE,FALSE,FALSE,https://tazz.ro/bucuresti/scandia-sibiu-baneasa/3124/partener,30/10/2020 13:46:35,30/10/2020 13:46:35
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Cetatea din Alep,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/cetatea-din-alep/3217/partener,30/10/2020 13:46:36,30/10/2020 13:46:36
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Trattoria Buongiorno Primaverii,,,Italian ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/trattoria-buongiorno-primaverii/2238/partener,30/10/2020 13:46:37,30/10/2020 13:46:37
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,.calif Vitan,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/-calif-vitan/2911/partener,30/10/2020 13:46:38,30/10/2020 13:46:38
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Taksim Vitan Mall,,,Oriental ,Închide la 21:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/taksim-vitan-mall/2356/partener,30/10/2020 13:46:39,30/10/2020 13:46:39
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Latin Pizza Centrul Vechi,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/latin-pizza-centrul-vechi/2758/partener,30/10/2020 13:46:40,30/10/2020 13:46:40
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Toan`s BNR,,,Vietnamez ,Închide la 21:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/toan-s-bnr/3412/partener,30/10/2020 13:46:41,30/10/2020 13:46:41
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Oro Toro Floreasca,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/oro-toro-floreasca/2137/partener,30/10/2020 13:46:42,30/10/2020 13:46:42
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Cartofisserie - Vitan,,,InternaÈ›ional ,Închide la 21:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/cartofisserie-vitan/3666/partener,30/10/2020 13:46:43,30/10/2020 13:46:43
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,KNL,,,InternaÈ›ional ,Închide la 20:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/knl/3791/partener,30/10/2020 13:46:44,30/10/2020 13:46:44
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Dinner Food Cora Alexandriei,,,InternaÈ›ional ,Închide la 19:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/dinner-food-cora-alexandriei/3704/partener,30/10/2020 13:46:45,30/10/2020 13:46:45
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Mexican Bizness - Gradina Dorobanti,,,Mexican ,Deschide în 02.11 la 16:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/mexican-bizness-gradina-dorobanti/2897/partener,30/10/2020 13:46:47,30/10/2020 13:46:47
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Dinner Food Cora Lujerului,,,InternaÈ›ional ,Închide la 19:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/dinner-food-cora-lujerului/3714/partener,30/10/2020 13:46:48,30/10/2020 13:46:48
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Petritis Gyros,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/petritis-gyros/3132/partener,30/10/2020 13:46:49,30/10/2020 13:46:49
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,.calif Cora Lujerului,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/-calif-cora-lujerului/2526/partener,30/10/2020 13:46:50,30/10/2020 13:46:50
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Burgr factory Dacia,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/burgr-factory-dacia/2120/partener,30/10/2020 13:46:51,30/10/2020 13:46:51
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Arome,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/arome/2304/partener,30/10/2020 13:46:52,30/10/2020 13:46:52
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Dinner Food Auchan Titan,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/dinner-food-auchan-titan/3711/partener,30/10/2020 13:46:53,30/10/2020 13:46:53
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Sahin Kebap,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/sahin-kebap/3273/partener,30/10/2020 13:46:53,30/10/2020 13:46:53
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Chopstix Vitan,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/chopstix-vitan/3059/partener,30/10/2020 13:46:54,30/10/2020 13:46:54
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Salad Box ParkLake,,,InternaÈ›ional ,Închide la 21:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/salad-box-parklake/2541/partener,30/10/2020 13:46:55,30/10/2020 13:46:55
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Ciorbe si Placinte Mosilor,,,RomÃ¢nesc ,Închide la 19:45,30.00 Lei,FALSE,https://tazz.ro/bucuresti/ciorbe-si-placinte-mosilor/2091/partener,30/10/2020 13:46:56,30/10/2020 13:46:56
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Il Calcio by Mr. Val Clucerului,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/il-calcio-by-mr-val-clucerului/2955/partener,30/10/2020 13:46:57,30/10/2020 13:46:57
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Chopstix Ready to Box Orhideea,,,Asiatic ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/chopstix-ready-to-box-orhideea/1818/partener,30/10/2020 13:46:58,30/10/2020 13:46:58
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Porto Gallo Pipera,,,InternaÈ›ional ,Închide la 20:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/porto-gallo-pipera/3075/partener,30/10/2020 13:46:59,30/10/2020 13:46:59
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Tr`eat Simply Fresh,,,InternaÈ›ional ,Închide la 16:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/tr-eat-simply-fresh/3695/partener,30/10/2020 13:47:00,30/10/2020 13:47:00
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Camionetta timpuri noi,,,Italian ,Deschide la 11:45,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/camionetta-timpuri-noi/2170/partener,30/10/2020 13:47:01,30/10/2020 13:47:01
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Pizzeria classic,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/pizzeria-classic/3457/partener,30/10/2020 13:47:02,30/10/2020 13:47:02
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Chimney Cake Factory,,,InternaÈ›ional ,Închis,30.00 Lei,FALSE,https://tazz.ro/bucuresti/chimney-cake-factory/3077/partener,30/10/2020 13:47:04,30/10/2020 13:47:04
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,.calif Auchan Drumul Taberei,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/-calif-auchan-drumul-taberei/2314/partener,30/10/2020 13:47:04,30/10/2020 13:47:04
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Cuibul Randunelelor,,,RomÃ¢nesc ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/cuibul-randunelelor/3278/partener,30/10/2020 13:47:05,30/10/2020 13:47:05
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Trattoria Buongiorno Victoriei,,,Italian ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/trattoria-buongiorno-victoriei/2141/partener,30/10/2020 13:47:06,30/10/2020 13:47:06
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,The Soup Carousel,,,InternaÈ›ional ,Închide la 21:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/the-soup-carousel/3405/partener,30/10/2020 13:47:07,30/10/2020 13:47:07
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Journey-Pub,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/journey-pub/2306/partener,30/10/2020 13:47:08,30/10/2020 13:47:08
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Porto Gallo Victoriei,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/porto-gallo-victoriei/3076/partener,30/10/2020 13:47:09,30/10/2020 13:47:09
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Latin Pizza DorobanÈ›i,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/latin-pizza-dorobanti/2731/partener,30/10/2020 13:47:10,30/10/2020 13:47:10
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Salad Box Promenada,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/salad-box-promenada/2513/partener,30/10/2020 13:47:11,30/10/2020 13:47:11
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,The Harp Irish Pub,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/the-harp-irish-pub/3964/partener,30/10/2020 13:47:12,30/10/2020 13:47:12
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Burger Show Pipera,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/burger-show-pipera/3375/partener,30/10/2020 13:47:13,30/10/2020 13:47:13
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Gargantua Kiseleff,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/gargantua-kiseleff/2264/partener,30/10/2020 13:47:14,30/10/2020 13:47:14
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Sole D`Italia,,,Italian ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/sole-d-italia/3250/partener,30/10/2020 13:47:15,30/10/2020 13:47:15
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Victorita Pescarita,,,Mediteranean ,Deschide la 11:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/victorita-pescarita/3587/partener,30/10/2020 13:47:16,30/10/2020 13:47:16
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Toan`s Sun Plaza,,,Vietnamez ,Deschide în 05.11 la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/toan-s-sun-plaza/3411/partener,30/10/2020 13:47:17,30/10/2020 13:47:17
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Condimental Cora Lujerului,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/condimental-cora-lujerului/2743/partener,30/10/2020 13:47:18,30/10/2020 13:47:18
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Polonik,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/polonik/3613/partener,30/10/2020 13:47:19,30/10/2020 13:47:19
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Pizzicato Dorobanti,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/pizzicato-dorobanti/2551/partener,30/10/2020 13:47:20,30/10/2020 13:47:20
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Dinner Food Mega Mall,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/dinner-food-mega-mall/3712/partener,30/10/2020 13:47:20,30/10/2020 13:47:20
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Just Bite,,,InternaÈ›ional ,Deschide la 11:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/just-bite/1970/partener,30/10/2020 13:47:21,30/10/2020 13:47:21
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Kilkenny Irish Pub,,,InternaÈ›ional ,Deschide la 12:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/kilkenny-irish-pub/3294/partener,30/10/2020 13:47:22,30/10/2020 13:47:22
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Estrada,,,InternaÈ›ional ,Deschide la 12:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/estrada/3583/partener,30/10/2020 13:47:23,30/10/2020 13:47:23
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,La Cocosatu Baneasa,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/la-cocosatu-baneasa/2938/partener,30/10/2020 13:47:25,30/10/2020 13:47:25
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Condimental Calea Vitan nr. 289,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/condimental-calea-vitan-nr-289/2311/partener,30/10/2020 13:47:27,30/10/2020 13:47:27
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,My Meal,,,InternaÈ›ional ,Închide la 21:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/my-meal/2983/partener,30/10/2020 13:47:28,30/10/2020 13:47:28
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Capri Pizza,,,InternaÈ›ional ,Închide la 20:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/capri-pizza/670/partener,30/10/2020 13:47:30,30/10/2020 13:47:30
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Sweet by MarVio Orhideea,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/sweet-by-marvio-orhideea/2704/partener,30/10/2020 13:47:30,30/10/2020 13:47:30
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Becker Brau,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/becker-brau/3409/partener,30/10/2020 13:47:31,30/10/2020 13:47:31
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Boss Mini Burgers Mega mall,,,InternaÈ›ional ,Deschide la 12:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/boss-mini-burgers-mega-mall/3051/partener,30/10/2020 13:47:32,30/10/2020 13:47:32
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Bucataria Din Popesti,,,InternaÈ›ional ,Deschide la 11:30,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/bucataria-din-popesti/3175/partener,30/10/2020 13:47:33,30/10/2020 13:47:33
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Divan Express,,,Oriental ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/divan-express/2240/partener,30/10/2020 13:47:34,30/10/2020 13:47:34
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Shaormeria BNC,,,InternaÈ›ional ,Deschide la 11:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/shaormeria-bnc/3166/partener,30/10/2020 13:47:34,30/10/2020 13:47:34
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Acqua Farina Chicken,,,InternaÈ›ional ,Deschide la 12:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/acqua-farina-chicken/3806/partener,30/10/2020 13:47:36,30/10/2020 13:47:36
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Conacul Nobil Decebal,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/conacul-nobil-decebal/2252/partener,30/10/2020 13:47:37,30/10/2020 13:47:37
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Condimental Auchan Drumul Taberei,,,InternaÈ›ional ,Deschide la 10:30,30.00 Lei,FALSE,https://tazz.ro/bucuresti/condimental-auchan-drumul-taberei/2386/partener,30/10/2020 13:47:38,30/10/2020 13:47:38
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Berestroika,,,Asiatic ,Deschide la 12:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/berestroika/906/partener,30/10/2020 13:47:38,30/10/2020 13:47:38
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Palmiye Cakes Promenada,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/palmiye-cakes-promenada/2199/partener,30/10/2020 13:47:39,30/10/2020 13:47:39
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,La Ciorbe,,,RomÃ¢nesc ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/la-ciorbe/2770/partener,30/10/2020 13:47:40,30/10/2020 13:47:40
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Chocoloco,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/chocoloco/2939/partener,30/10/2020 13:47:41,30/10/2020 13:47:41
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,La Mama - Orhideea,,,InternaÈ›ional ,Închide la 20:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/la-mama-orhideea/3636/partener,30/10/2020 13:47:42,30/10/2020 13:47:42
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Taksim Promenada,,,Oriental ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/taksim-promenada/2251/partener,30/10/2020 13:47:43,30/10/2020 13:47:43
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Salad Box Plaza Romania,,,InternaÈ›ional ,Închide la 21:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/salad-box-plaza-romania/2522/partener,30/10/2020 13:47:44,30/10/2020 13:47:44
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Za Lokal,,,American ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/za-lokal/784/partener,30/10/2020 13:47:45,30/10/2020 13:47:45
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Restaurant Barrio,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/restaurant-barrio/2148/partener,30/10/2020 13:47:46,30/10/2020 13:47:46
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Colt de Rai,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/colt-de-rai/3260/partener,30/10/2020 13:47:47,30/10/2020 13:47:47
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Fomila,,,RomÃ¢nesc ,Închide la 22:00,30.00 Lei,FALSE,https://tazz.ro/bucuresti/fomila/3356/partener,30/10/2020 13:47:48,30/10/2020 13:47:48
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Kalypso Shaorma &Grill,,,InternaÈ›ional ,Închide la 22:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/kalypso-shaorma-grill/3976/partener,30/10/2020 13:47:48,30/10/2020 13:47:48
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Artemis Mediterranean Restaurant,,,Mediteranean ,Deschide la 12:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/artemis-mediterranean-restaurant/3810/partener,30/10/2020 13:47:50,30/10/2020 13:47:50
,,,,,,,,,,,,,
tazz.ro,RO,BUC,871eeeb49ffffff,Gradina Urbana,,,InternaÈ›ional ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/bucuresti/gradina-urbana/3610/partener,30/10/2020 13:47:50,30/10/2020 13:47:50
,,,,,,,,,,,,,
