Competitor,Sourcing_competitor,Restaurant_name,Tags,Average_basket_value,Country,City,City_code,Address,Postal_code,Latitude,Longitude,Phone_number,Rating,Number_of_reviews,Website,URL,Takeaway,Delivery
Yelp,sourcing_yelp,McDonald's,"Fast Food, Burgers, American (Traditional)",NA,Spain,Antequera,ATQ,"Avenida Principal, 129200 Antequera",NA,NA,NA,952 846 080,NA,NA,https://www.yelp.com,https://www.yelp.com/biz/mcdonalds-antequera,NA,NA
Yelp,sourcing_yelp,Muñoz Tortosa Jose,Restaurants,NA,Spain,Antequera,ATQ,"Calle Nueva, 2829200 Antequera",NA,NA,NA,952 843 405,NA,NA,https://www.yelp.com,https://www.yelp.com/biz/mu%C3%B1oz-tortosa-jose-antequera-2,NA,NA
Yelp,sourcing_yelp,El Hacebuche,NA,NA,Spain,Antequera,ATQ,Plaza Guerrero Muñoz 329200 Antequera,NA,NA,NA,NA,NA,NA,https://www.yelp.com,https://www.yelp.com/biz/el-hacebuche-antequera-2,NA,NA
Yelp,sourcing_yelp,El Hacebuche,NA,NA,Spain,Antequera,ATQ,Plaza Guerrero Muñoz 329200 Antequera,NA,NA,NA,NA,NA,NA,https://www.yelp.com,https://www.yelp.com/biz/el-hacebuche-antequera-3,NA,NA
Yelp,sourcing_yelp,La Dehesa,Spanish,NA,Spain,Antequera,ATQ,"Autovia A-45 km, 11229200 Antequera",NA,NA,NA,952 702 829,NA,NA,https://www.yelp.com,https://www.yelp.com/biz/la-dehesa-antequera,NA,NA
Yelp,sourcing_yelp,Garcia Cuenca Jose,Restaurants,NA,Spain,Antequera,ATQ,"Calle Higueruelos, 3929200 Antequera",NA,NA,NA,952 841 838,NA,NA,https://www.yelp.com,https://www.yelp.com/biz/garcia-cuenca-jose-antequera,NA,NA
Yelp,sourcing_yelp,Área De Servicios La Sierra,"Hotels, Cafeteria, Breakfast & Brunch",NA,Spain,Antequera,ATQ,Diseminado Poligono 154 51A29230 Los Barrios,NA,NA,NA,NA,3,1 review,https://www.yelp.com,https://www.yelp.com/biz/%C3%A1rea-de-servicios-la-sierra-no-title,NA,NA
Yelp,sourcing_yelp,Rilete,Restaurants,NA,Spain,Antequera,ATQ,"Calle Cantareros, 929200 Antequera",NA,NA,NA,952 705 104,NA,NA,https://www.yelp.com,https://www.yelp.com/biz/rilete-antequera,NA,NA
Yelp,sourcing_yelp,Martin Berasategui,Signature Cuisine,NA,Spain,Belartza,nan,"Loidi Kalea, 420160 Lasarte-Oria",NA,NA,NA,943 366 471,5,48 reviews,https://www.yelp.com,https://www.yelp.com/biz/martin-berasategui-lasarte-oria,NA,NA
Yelp,sourcing_yelp,Taberna Kebab,"Kebab, Turkish",NA,Spain,Belartza,nan,"Getoki Kalea, s/n20160 Lasarte-Oria",NA,NA,NA,943 369 533,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/taberna-kebab-lasarte-oria,NA,NA
Yelp,sourcing_yelp,La Viña,Basque,NA,Spain,Belartza,nan,"31 de Agosto Kalea, 320003 Donostia / San Sebastián",NA,NA,NA,943 427 495,4.5,87 reviews,https://www.yelp.com,https://www.yelp.com/biz/la-vi%C3%B1a-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Atari Gastroteka,Spanish,NA,Spain,Belartza,nan,"Calle Mayor, 1820003 Donostia / San Sebastián",NA,NA,NA,943 440 792,4.5,120 reviews,https://www.yelp.com,https://www.yelp.com/biz/atari-gastroteka-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Damadá Gastroteka,Spanish,NA,Spain,Belartza,nan,"Tolosa Hiribidea, 920018 Donostia-San Sebastián",NA,NA,NA,843 631 856,5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/damad%C3%A1-gastroteka-donostia-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Gorriti,"Basque, Tapas Bars",NA,Spain,Belartza,nan,"San Juan Kalea, 320004 Donostia / San Sebastián",NA,NA,NA,943 428 353,5,12 reviews,https://www.yelp.com,https://www.yelp.com/biz/gorriti-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Eme Be,Spanish,NA,Spain,Belartza,nan,"Igara Bidea, 3320018 Donostia",NA,NA,NA,943 227 971,5,3 reviews,https://www.yelp.com,https://www.yelp.com/biz/eme-be-donostia,NA,NA
Yelp,sourcing_yelp,Misura,"Vegetarian, Vegan",NA,Spain,Belartza,nan,"Paseo de Miramón, 16220009 Donostia / San Sebastián",NA,NA,NA,943 566 638,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/misura-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Azkena,Basque,NA,Spain,Belartza,nan,"De la Brecha Enparantza, 220003 Donostia",NA,NA,NA,615 792 655,5,13 reviews,https://www.yelp.com,https://www.yelp.com/biz/azkena-donostia,NA,NA
Yelp,sourcing_yelp,los riojanos,Restaurants,NA,Spain,Belartza,nan,Uistin-kalea 1320160 Lasarte-Oria,NA,NA,NA,NA,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/los-riojanos-lasarte-oria,NA,NA
Yelp,sourcing_yelp,Zazpi Taberna,Basque,NA,Spain,Belartza,nan,"Calle San Marcial, 720005 Donostia-san Sebastian",NA,NA,NA,943 430 608,4.5,17 reviews,https://www.yelp.com,https://www.yelp.com/biz/zazpi-taberna-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,Rekondo,"Spanish, Wineries",NA,Spain,Belartza,nan,"Paseo de Igeldo, 5720008 Donostia / San Sebastián",NA,NA,NA,943 212 907,4.5,14 reviews,https://www.yelp.com,https://www.yelp.com/biz/rekondo-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Kafe Botanika,"Vegetarian, Asian Fusion",NA,Spain,Belartza,nan,"Paseo Arbol de Gernika, 820006 Donostia / San Sebastián",NA,NA,NA,943 443 475,4.5,23 reviews,https://www.yelp.com,https://www.yelp.com/biz/kafe-botanika-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Iñausti,"Tapas Bars, Coffee & Tea",NA,Spain,Belartza,nan,"Errotaburu Pasealekua, 820018 Donostia / San Sebastián",NA,NA,NA,943 313 933,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/i%C3%B1austi-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Platero Gete Francisco,Restaurants,NA,Spain,Belartza,nan,"Calle Matia, 3320008 Donostia-san Sebastian",NA,NA,NA,943 212 758,4.5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/platero-gete-francisco-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,Sweet Roma,"Cafeteria, Breakfast & Brunch",NA,Spain,Belartza,nan,"Sanchez Toca Kalea, 320006 Donostia",NA,NA,NA,943 325 076,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/sweet-roma-donostia,NA,NA
Yelp,sourcing_yelp,KATA 4,"Spanish, Basque, Seafood",NA,Spain,Belartza,nan,"Santa Catalina Plazatxoa, 420004 Donostia",NA,NA,NA,943 423 243,4,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/kata-4-donostia,NA,NA
Yelp,sourcing_yelp,Borda Berri,"Basque, Tapas Bars",NA,Spain,Belartza,nan,"Fermin Calbeton Kalea, 1220003 Donostia / San Sebastián",NA,NA,NA,943 430 342,4.5,102 reviews,https://www.yelp.com,https://www.yelp.com/biz/borda-berri-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Bergara,"Basque, Tapas Bars",NA,Spain,Belartza,nan,"General Artetxe Kalea, 820002 Donostia-San Sebastián",NA,NA,NA,943 275 026,4,29 reviews,https://www.yelp.com,https://www.yelp.com/biz/bergara-donostia-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Rojo y Negro,"Spanish, Tapas Bars",NA,Spain,Belartza,nan,"San Martzial Kalea, 5220005 Donostia / San Sebastián",NA,NA,NA,943 358 382,4,6 reviews,https://www.yelp.com,https://www.yelp.com/biz/rojo-y-negro-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Petritegi,"Basque, Beer Bar, Cideries",NA,Spain,Belartza,nan,"Petritegi Bidea, 820115 Astigarraga",NA,NA,NA,943 457 188,4.5,15 reviews,https://www.yelp.com,https://www.yelp.com/biz/petritegi-astigarraga,NA,NA
Yelp,sourcing_yelp,Bodega Donostiarra,Basque,NA,Spain,Belartza,nan,"Peña y Goñi Kalea, 1320002 Donostia / San Sebastián",NA,NA,NA,943 011 380,4.5,36 reviews,https://www.yelp.com,https://www.yelp.com/biz/bodega-donostiarra-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,La Mera Mera Mezcaleria,"Bars, Mexican",NA,Spain,Belartza,nan,"Calle Matia Kalea, 3820008 Donostia",NA,NA,NA,943 968 575,5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/la-mera-mera-mezcaleria-donostia,NA,NA
Yelp,sourcing_yelp,Drinka,Tapas/Small Plates,NA,Spain,Belartza,nan,"Matia Kalea, 5020008 Donostia",NA,NA,NA,943 228 476,4.5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/drinka-donostia,NA,NA
Yelp,sourcing_yelp,Kimusushi,Sushi Bars,NA,Spain,Belartza,nan,"Calle Antonio Gaztañeta, 420018 Donostia / San Sebastián",NA,NA,NA,843 980 189,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/kimusushi-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Dana Ona,Basque,NA,Spain,Belartza,nan,"Paseo Hipodromo, 1620160 Lasarte",NA,NA,NA,943 365 347,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/dana-ona-lasarte,NA,NA
Yelp,sourcing_yelp,Fing Jing,Chinese,NA,Spain,Belartza,nan,"Balleneros Kalea, s/n20011 Donostia",NA,NA,NA,943 470 043,4,3 reviews,https://www.yelp.com,https://www.yelp.com/biz/fing-jing-donostia,NA,NA
Yelp,sourcing_yelp,Espazio Oteiza,"Basque, Breakfast & Brunch",NA,Spain,Belartza,nan,"Padre Orkolaga Ibilbidea, 5620008 Donostia",NA,NA,NA,943 311 208,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/espazio-oteiza-donostia,NA,NA
Yelp,sourcing_yelp,La Taberna de Blas,Spanish,NA,Spain,Belartza,nan,"San Martín Kalea, 5620007 Donostia",NA,NA,NA,943 461 321,4.5,3 reviews,https://www.yelp.com,https://www.yelp.com/biz/la-taberna-de-blas-donostia,NA,NA
Yelp,sourcing_yelp,Casa Nicolás,Steakhouses,NA,Spain,Belartza,nan,"Avenida Zumalakarregi, 720400 Tolosa",NA,NA,NA,943 654 759,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/casa-nicol%C3%A1s-tolosa,NA,NA
Yelp,sourcing_yelp,Arzak,Spanish,NA,Spain,Belartza,nan,"Alcalde José Elosegui Hiribidea, 27320015 Donostia / San Sebastián",NA,NA,NA,943 278 465,4.5,123 reviews,https://www.yelp.com,https://www.yelp.com/biz/arzak-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Khaki Campbell,"Spanish, Tapas Bars, Salad",NA,Spain,Belartza,nan,"Ramón y Cajal Kalea, 320002 Donostia / San Sebastián",NA,NA,NA,843 981 410,5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/khaki-campbell-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Ni Neu,Basque,NA,Spain,Belartza,nan,"De Zurriola Hiribidea, 120002 Donostia / San Sebastián",NA,NA,NA,943 003 162,4.5,9 reviews,https://www.yelp.com,https://www.yelp.com/biz/ni-neu-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Gandarias,Basque,NA,Spain,Belartza,nan,"31 de Agosto Kalea, 2320003 Donostia / San Sebastián",NA,NA,NA,943 426 362,4.5,96 reviews,https://www.yelp.com,https://www.yelp.com/biz/gandarias-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,A Fuego Negro,"Tapas Bars, Modern European",NA,Spain,Belartza,nan,"31 de Agosto Kalea, 3120003 Donostia / San Sebastián",NA,NA,NA,650 135 373,4,53 reviews,https://www.yelp.com,https://www.yelp.com/biz/a-fuego-negro-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,BAR Txepetxa,Restaurants,NA,Spain,Belartza,nan,"Calle Jose Maria Salaberria, 5120010 Donostia-san Sebastian",NA,NA,NA,943 422 227,4.5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/bar-txepetxa-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,Bar Néstor,"Tapas Bars, Basque, Steakhouses",NA,Spain,Belartza,nan,"Arrandegi Kalea, 1120003 Donostia / San Sebastián",NA,NA,NA,943 424 873,4.5,131 reviews,https://www.yelp.com,https://www.yelp.com/biz/bar-n%C3%A9stor-san-sebasti%C3%A1n-3,NA,NA
Yelp,sourcing_yelp,Bar Zabaleta,Tapas Bars,NA,Spain,Belartza,nan,"Zabaleta Kalea, 5120002 Donostia / San Sebastián",NA,NA,NA,943 276 488,5,13 reviews,https://www.yelp.com,https://www.yelp.com/biz/bar-zabaleta-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,La Fábrica,Signature Cuisine,NA,Spain,Belartza,nan,"Portu Kalea, 1720003 Donostia / San Sebastián",NA,NA,NA,943 432 110,4.5,19 reviews,https://www.yelp.com,https://www.yelp.com/biz/la-f%C3%A1brica-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Oliyos,Basque,NA,Spain,Belartza,nan,"Escolta Real Kalea, 420008 Donostia / San Sebastián",NA,NA,NA,943 214 989,4.5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/oliyos-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,El Gavilan,Spanish,NA,Spain,Belartza,nan,"Calle Sancho el Sabio, 2620010 Donostia / San Sebastián",NA,NA,NA,943 461 998,4.5,3 reviews,https://www.yelp.com,https://www.yelp.com/biz/el-gavilan-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Bar Pepe,"Tapas Bars, Sandwiches",NA,Spain,Belartza,nan,"De Zumalakarregi Hiribidea, 320008 Donostia / San Sebastián",NA,NA,NA,943 210 401,4,7 reviews,https://www.yelp.com,https://www.yelp.com/biz/bar-pepe-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Taberna Pagadi,"Tapas Bars, Spanish",NA,Spain,Belartza,nan,"General Artetxe Kalea, 120002 Donostia / San Sebastián",NA,NA,NA,943 284 299,5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/taberna-pagadi-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Sidrería Urkiola,Basque,NA,Spain,Belartza,nan,"Camino Igara, 3720018 Donostia / San Sebastián",NA,NA,NA,943 210 168,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/sidrer%C3%ADa-urkiola-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Txoko,"Seafood, Mediterranean, Arroceria / Paella",NA,Spain,Belartza,nan,"Mari Kalea, 1220003 San Sebastian",NA,NA,NA,943 425 412,4,5 reviews,https://www.yelp.com,https://www.yelp.com/biz/txoko-san-sebastian,NA,NA
Yelp,sourcing_yelp,Narru,Basque,NA,Spain,Belartza,nan,"Zubieta Kalea, 5620002 Donostia / San Sebastián",NA,NA,NA,943 423 349,4.5,16 reviews,https://www.yelp.com,https://www.yelp.com/biz/narru-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Kepa,"Beer Bar, Tapas Bars",NA,Spain,Belartza,nan,"Miguel Imaz Kalea, 720002 Donostia",NA,NA,NA,943 274 469,4.5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/kepa-donostia,NA,NA
Yelp,sourcing_yelp,Juantxo,Tabernas,NA,Spain,Belartza,nan,"Calle de Embeltrán, 620003 Donostia / San Sebastián",NA,NA,NA,943 427 405,4.5,10 reviews,https://www.yelp.com,https://www.yelp.com/biz/juantxo-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Akelare,"Signature Cuisine, Basque",NA,Spain,Belartza,nan,"Padre Orkolaga Ibilibidea, 56Hotel Akelarre20008 Donostia-San Sebastian",NA,NA,NA,943 311 209,4,56 reviews,https://www.yelp.com,https://www.yelp.com/biz/akelare-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,BB Kafe,"Desserts, Cafeteria",NA,Spain,Belartza,nan,"Antonio Gaztañeta Kalea, 120018 Donostia / San Sebastián",NA,NA,NA,943 538 743,5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/bb-kafe-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Va Bene,Burgers,NA,Spain,Belartza,nan,"Blas de Lezo Kalea, 420007 Donostia / San Sebastián",NA,NA,NA,943 454 699,4.5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/va-bene-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,La Mamma Mia,Italian,NA,Spain,Belartza,nan,"San Bartolome Kalea, 1820007 Donostia / San Sebastián",NA,NA,NA,943 465 293,4.5,8 reviews,https://www.yelp.com,https://www.yelp.com/biz/la-mamma-mia-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Galanta,Spanish,NA,Spain,Belartza,nan,"San Martin Kalea, 5620007 Donostia / San Sebastián",NA,NA,NA,943 443 478,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/galanta-san-sebasti%C3%A1n-3,NA,NA
Yelp,sourcing_yelp,Kiki,Restaurants,NA,Spain,Belartza,nan,"Avenida de Tolosa, 8120018 Donostia-san Sebastian",NA,NA,NA,943 317 320,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/kiki-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,Sidreria San Bartolome,Spanish,NA,Spain,Belartza,nan,"San Bartolome Kalea, 3220007 Donostia-san Sebastian",NA,NA,NA,943 467 638,4.5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/sidreria-san-bartolome-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,Ikaitz,Basque,NA,Spain,Belartza,nan,"Kolon Pasealekua, 2120002 Donostia / San Sebastián",NA,NA,NA,943 210 124,5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/ikaitz-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Galtxagorri,"Spanish, Seafood, Steakhouses",NA,Spain,Belartza,nan,"31 de Agosto Kalea, 2220003 Donostia",NA,NA,NA,943 429 936,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/galtxagorri-donostia,NA,NA
Yelp,sourcing_yelp,Lasarte,Tapas/Small Plates,NA,Spain,Belartza,nan,"Barcelona Hiribidea, 1820014 Donostia",NA,NA,NA,943 244 369,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/lasarte-donostia,NA,NA
Yelp,sourcing_yelp,Ganbara,"Basque, Tapas Bars",NA,Spain,Belartza,nan,"Calle de San Jerónim, 2120003 Donostia / San Sebastián",NA,NA,NA,943 422 575,4,62 reviews,https://www.yelp.com,https://www.yelp.com/biz/ganbara-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Geralds Bar,"Modern European, Dive Bars, Wine Bars",NA,Spain,Belartza,nan,"Iparragirre Kalea, 1320001 Donostia-San Sebastián",NA,NA,NA,943 083 001,5,12 reviews,https://www.yelp.com,https://www.yelp.com/biz/geralds-bar-donostia-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Sukalde,Basque,NA,Spain,Belartza,nan,"Heriz Pasealekua, 320008 Donostia / San Sebastián",NA,NA,NA,943 227 482,4,7 reviews,https://www.yelp.com,https://www.yelp.com/biz/sukalde-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Lobo,"Tapas/Small Plates, Bistros, Tapas Bars",NA,Spain,Belartza,nan,"Jose Maria Sert Plaza, 1020018 Donostia / San Sebastián",NA,NA,NA,943 325 684,4,3 reviews,https://www.yelp.com,https://www.yelp.com/biz/lobo-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Tsi Tao,Asian Fusion,NA,Spain,Belartza,nan,"Paseo de Salamanca, 120003 Donostia-san Sebastian",NA,NA,NA,943 424 205,5,8 reviews,https://www.yelp.com,https://www.yelp.com/biz/tsi-tao-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,Topa Sukalderia,"Spanish, Latin American",NA,Spain,Belartza,nan,"Agirre Miramón Kalea, 720002 Donostia / San Sebastián",NA,NA,NA,943 569 143,4.5,9 reviews,https://www.yelp.com,https://www.yelp.com/biz/topa-sukalderia-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Casa Urola,Basque,NA,Spain,Belartza,nan,"Fermín Calbetón Kalea, 2020003 Donostia / San Sebastián",NA,NA,NA,943 441 371,4.5,37 reviews,https://www.yelp.com,https://www.yelp.com/biz/casa-urola-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Txirrita,Spanish,NA,Spain,Belartza,nan,"Isabel II Hiribidea, 420011 Donostia / San Sebastián",NA,NA,NA,943 456 960,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/txirrita-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Goiko Itturri,"Steakhouses, Basque",NA,Spain,Belartza,nan,"Foru Enparantza, 1120115 Astigarraga",NA,NA,NA,943 557 867,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/goiko-itturri-astigarraga,NA,NA
Yelp,sourcing_yelp,Ondarreta,Seafood,NA,Spain,Belartza,nan,"Logroño Kalea, 320018 Donostia",NA,NA,NA,943 311 873,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/ondarreta-donostia,NA,NA
Yelp,sourcing_yelp,Bokado- Aquarium,Seafood,NA,Spain,Belartza,nan,"Plaza Jacques Cousteau, 120003 San Sebastián",NA,NA,NA,943 431 842,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/bokado-aquarium-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Café Kursaal,"Basque, Wine Bars, Tapas Bars",NA,Spain,Belartza,nan,"Ramón María Lili Pasealekua, 220002 San Sebastian",NA,NA,NA,943 359 321,5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/caf%C3%A9-kursaal-san-sebastian-2,NA,NA
Yelp,sourcing_yelp,Iturralde,"Sandwiches, Cafeteria",NA,Spain,Belartza,nan,"Avenida Libertad, 1120004 San Sebastián",NA,NA,NA,943 428 690,4.5,3 reviews,https://www.yelp.com,https://www.yelp.com/biz/iturralde-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Zapiain,"Basque, Wineries",NA,Spain,Belartza,nan,"Kale Nagusia Kalea, 9020115 Astigarraga",NA,NA,NA,943 330 033,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/zapiain-astigarraga,NA,NA
Yelp,sourcing_yelp,Bar Campero,Burgers,NA,Spain,Belartza,nan,"Paseo de José Miguel Barandiarán, 820100 Donostia",NA,NA,NA,943 271 495,4.5,4 reviews,https://www.yelp.com,https://www.yelp.com/biz/bar-campero-donostia,NA,NA
Yelp,sourcing_yelp,Ambigú Estación,"Cafeteria, Beer Bar",NA,Spain,Belartza,nan,"Aldamar Kalea, 1220003 Donostia / San Sebastián",NA,NA,NA,943 049 701,5,5 reviews,https://www.yelp.com,https://www.yelp.com/biz/ambig%C3%BA-estaci%C3%B3n-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Asador Portuetxe,Basque,NA,Spain,Belartza,nan,"Calle Portuetxe, 4320018 Donostia / San Sebastián",NA,NA,NA,943 215 018,4.5,6 reviews,https://www.yelp.com,https://www.yelp.com/biz/asador-portuetxe-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Maiatza,"Basque, Spanish",NA,Spain,Belartza,nan,"San Vincente Kalea, 720003 Donostia / San Sebastián",NA,NA,NA,943 421 808,4.5,9 reviews,https://www.yelp.com,https://www.yelp.com/biz/maiatza-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Abakando,Seafood,NA,Spain,Belartza,nan,"Avenida de Tolosa, 3720018 Donostia / San Sebastián",NA,NA,NA,943 245 490,5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/abakando-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Splash,"Breakfast & Brunch, Bars, Cafeteria",NA,Spain,Belartza,nan,"Sanchez Toca Kalea, 720006 Donostia / San Sebastián",NA,NA,NA,943 469 454,5,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/splash-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Triku Harri,"Tapas Bars, Modern European, Mediterranean",NA,Spain,Belartza,nan,"Matia Kalea, 3520008 Donostia",NA,NA,NA,943 246 973,4,5 reviews,https://www.yelp.com,https://www.yelp.com/biz/triku-harri-donostia,NA,NA
Yelp,sourcing_yelp,Elosta,Asian Fusion,NA,Spain,Belartza,nan,"Colón Pasealekua, 4120002 Donostia / San Sebastián",NA,NA,NA,843 630 325,4.5,7 reviews,https://www.yelp.com,https://www.yelp.com/biz/elosta-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Kantoi,"Coffee & Tea, Juice Bars & Smoothies, Sandwiches",NA,Spain,Belartza,nan,"Calle Mayor, 1020003 Donostia / San Sebastián",NA,NA,NA,943 441 968,5,1 review,https://www.yelp.com,https://www.yelp.com/biz/kantoi-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Restaurante La Perla,"Basque, Cafeteria",NA,Spain,Belartza,nan,"Kontxa Pasealekua, s/nEdificio La Perla20007 Donostia / San Sebastián",NA,NA,NA,943 462 484,3.5,16 reviews,https://www.yelp.com,https://www.yelp.com/biz/restaurante-la-perla-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Ormazabal Etxea,Tapas Bars,NA,Spain,Belartza,nan,"Calle del Treinta y Uno de Agosto, 2220011 Donostia / San Sebastián",NA,NA,NA,943 429 907,5,6 reviews,https://www.yelp.com,https://www.yelp.com/biz/ormazabal-etxea-san-sebasti%C3%A1n-2,NA,NA
Yelp,sourcing_yelp,Québec Krep'Herria,"Creperies, Cafeteria",NA,Spain,Belartza,nan,"Fermin Calbeton Kalea, 1120003 Donostia-San Sebastian",NA,NA,NA,943 900 560,4.5,9 reviews,https://www.yelp.com,https://www.yelp.com/biz/qu%C3%A9bec-krepherria-donostia-san-sebastian,NA,NA
Yelp,sourcing_yelp,Mil Catas,Basque,NA,Spain,Belartza,nan,"Calle Zabaleta, 5520002 Donostia / San Sebastián",NA,NA,NA,943 321 656,5,3 reviews,https://www.yelp.com,https://www.yelp.com/biz/mil-catas-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,L'vecchia,"Pizza, Italian, Fast Food",NA,Spain,Belartza,nan,"Calle Carlos I, 3020011 Donostia / San Sebastián",NA,NA,NA,943 247 218,4,1 review,https://www.yelp.com,https://www.yelp.com/biz/l-vecchia-san-sebasti%C3%A1n,NA,NA
Yelp,sourcing_yelp,Picaro,"Spanish, Tapas Bars",NA,Spain,Belartza,nan,"Usandizaga Kalea, 5Donostia20002 Donostia",NA,NA,NA,NA,4,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/picaro-donostia,NA,NA
Yelp,sourcing_yelp,Txuleta,Spanish,NA,Spain,Belartza,nan,"Calle 31 de Agosto, 4020003 Donostia-san Sebastian",NA,NA,NA,943 441 007,4.5,9 reviews,https://www.yelp.com,https://www.yelp.com/biz/txuleta-donostia-san-sebastian,NA,NA
