2.1,7
-.-,2
1.9,9
0.0,7
0.0,6
0.0,5
0.0,5
0.0,5
-.-,4
-.-,4
-.-,4
-.-,4
-.-,4
2.8,5
-.-,4
-.-,4
-.-,4
-.-,4
4.0,5
-.-,4
-.-,4
-.-,4
-.-,4
4.0,5
-.-,4
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,4
-.-,3
-.-,3
-.-,3
-.-,4
-.-,3
5.0,6
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,3
-.-,4
-.-,3
-.-,3
-.-,3
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,3
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,2
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,2
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,2
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,2
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,1
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
N/A,N/A
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,2
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,0
-.-,3
4.7,60
4.6,26
4.6,134
4.4,112
4.2,27
4.1,60
3.9,62
3.7,74
3.7,69
3.7,28
3.2,21
-.-,3
-.-,3
4.8,8
4.8,5
4.8,35
4.8,56
4.7,13
4.6,6
4.5,54
4.5,6
-.-,4
4.5,33
4.4,102
4.4,50
4.3,86
4.3,23
4.2,11
4.2,18
4.2,17
4.1,8
4.1,25
4.0,29
3.9,22
3.9,12
3.9,24
3.7,24
3.7,31
3.7,49
3.6,22
-.-,3
3.2,9
3.2,8
3.1,16
2.7,14
2.2,5
-.-,4
-.-,4
-.-,4
-.-,1
-.-,2
-.-,1
-.-,0
-.-,0
5.0,8
5.0,12
4.6,147
4.2,148
4.8,44
4.2,9
3.6,17
-.-,3
N/A,N/A
4.9,8
4.8,30
4.4,12
4.3,8
4.2,23
4.1,8
4.1,29
4.0,25
3.0,15
-.-,3
-.-,1
-.-,4
4.6,5
-.-,1
4.7,64
4.2,27
-.-,2
-.-,1
-.-,1
4.9,17
4.9,14
4.8,357
4.8,273
4.8,115
4.6,132
4.6,8
4.6,62
4.6,45
4.5,85
4.4,55
4.4,72
4.4,46
4.4,36
4.4,33
4.3,57
4.3,19
4.2,62
4.2,18
4.1,54
N/A,N/A
4.1,86
4.0,38
4.0,64
3.9,15
3.8,20
3.7,15
3.6,29
3.6,8
-.-,1
-.-,1
-.-,0
-.-,0
-.-,0
-.-,3
4.6,930
4.5,739
-.-,4
-.-,0
4.5,2050
4.9,85
4.9,173
4.9,431
4.8,999
4.8,160
4.8,435
4.7,222
4.7,248
4.6,138
4.6,83
4.6,1116
4.5,978
4.5,206
4.4,1336
4.4,116
4.3,50
4.3,341
4.2,96
4.9,58
4.9,152
4.7,102
4.7,1034
4.6,223
4.5,172
4.5,525
4.4,460
4.4,373
4.4,813
4.4,51
4.3,439
4.1,252
5.0,20
4.3,241
4.9,58
-.-,4
-.-,2
-.-,2
-.-,1
-.-,0
-.-,4
4.5,89
4.5,1839
4.4,403
5.0,8
-.-,3
4.8,8
4.7,50
4.7,63
4.6,92
4.5,112
4.4,98
4.4,264
4.4,170
4.3,28
4.3,57
4.1,21
3.3,8
4.6,108
4.9,7
4.4,24
4.1,403
3.7,37
5.0,5
-.-,2
-.-,1
5.0,11
4.8,23
4.4,25
4.3,12
4.1,31
3.5,18
-.-,0
4.9,72
4.9,164
4.9,318
4.8,239
4.9,7
4.8,80
4.8,51
4.6,464
4.5,8
4.3,45
4.3,26
3.9,39
3.4,22
3.2,10
4.8,102
4.8,140
4.7,93
4.7,25
4.3,19
4.2,207
4.1,9
4.0,27
3.7,21
3.5,15
-.-,0
4.6,9
4.3,31
4.2,13
4.1,10
4.0,23
