Rappi,PE,Peru,PIU,Piura,ChicharronerÃ­a D'Roman,"Sándwiches,","Criolla,",Desayunos,S/ 5.50,33 min,4.8
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Mr. Paleta,Helados,null,null,S/ 5.50,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Gelarti - Helado Gourmet,"Helados,",Jugos y Batidos,null,S/ 5.50,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,DÂ´RomÃ¡n Pollos y Parrillas,Pollería,null,null,S/ 5.10,27 min,4.4
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Burger House,"Hamburguesas,","Pizzas,",Desayunos,S/ 3.80,49 min,4.7
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,El Papeo,"Sándwiches,",Desayunos,null,S/ 5.00,24 min,4.4
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Madame Crepe,"Internacional,",Jugos y Batidos,null,S/ 6.90,30 min,4.9
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Palettas,Helados,null,null,S/ 6.50,26 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Anto Antojitos,Postres,null,null,S/ 5.00,17 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Cafeti,"Sándwiches,",Desayunos,null,S/ 3.40,23 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Orange Fast Food & Juice,"Hamburguesas,",Desayunos,null,S/ 3.80,22 min,4
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Rocket's Burgers,"Hamburguesas,",Desayunos,null,S/ 5.50,36 min,4.5
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Mega CafÃ©,"Café,","Pastas,",Desayunos,S/ 4.10,20 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Rutta Travel Break,"Panadería,",Desayunos,null,S/ 5.50,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,La SangucherÃ­a,"Sándwiches,",Desayunos,null,S/ 7.20,18 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,SanguchÃ³n Piura,"Salchipapas,","Mexicana,",Desayunos,S/ 6.90,38 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Happy Taste Crepes & Rolls,"Internacional,","Postres,",Desayunos,S/ 6.90,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Don Carlos,Pollería,null,null,S/ 4.10,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Gordelo Grills,"Hamburguesas,",Desayunos,null,S/ 4.10,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Almuerzo Casero,Chifa,null,null,S/ 6.50,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Don Santi,Pollería,null,null,S/ 6.90,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Polleria Don Carlos,Pollería,null,null,S/ 6.50,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Hiroshi FusiÃ³n,Sushi,null,null,S/ 4.60,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Olympus Burger,Hamburguesas,null,null,S/ 6.90,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Maky Jay's Cafe,"Café,",Hamburguesas,null,S/ 6.90,36 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Mr. Pikked,"Hamburguesas,",Desayunos,null,S/ 5.50,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,LaBraza,"Pollería,",Alitas,null,S/ 4.60,23 min,4.6
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,PizzerÃ­a Pepe's,Pizzas,null,null,S/ 4.10,35 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Barra Santa,"Pescados y Mariscos,","Sushi,",Desayunos,S/ 5.00,23 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Ba-K Ahumada,"Sándwiches,",Desayunos,null,S/ 6.90,37 min,4.9
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Menfis,"Pollería,",Saludable,null,S/ 7.20,42 min,4.8
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Mr. Fried,Alitas,null,null,S/ 5.10,48 min,4.8
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Mr. Papas,"Pollería,",Saludable,null,S/ 4.60,20 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Sanguchazo,"Mexicana,","Sándwiches,",Desayunos,S/ 4.10,21 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Bohemia Burger Grill,Hamburguesas,null,null,S/ 6.90,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Shawarma DÂ´Giofart,"Árabe,",Alitas,null,S/ 6.50,45 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Roll n Bowl,"Sushi,",Desayunos,null,S/ 7.20,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Al Karbon HamburgueserÃ­a,"Hamburguesas,",Desayunos,null,S/ 5.00,25 min,4.8
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Taco Loco,Mexicana,null,null,S/ 5.50,42 min,4.8
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,El BajÃ³n,Hamburguesas,null,null,S/ 3.80,30 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,La Romana,"Hamburguesas,","Árabe,",Desayunos,S/ 7.20,33 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,Trattoria Roma,"Pizzas,",Desayunos,null,S/ 6.90,49 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,CarbÃ³n Burger,"Hamburguesas,",Sándwiches,null,S/ 3.80,24 min,4.9
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,La Waka,Pollería,null,null,S/ 7.90,42 min,no rating
,,,,,,,,,,,
Rappi,PE,Peru,PIU,Piura,La Boutique De Las Carnes,"Carnes,",Hamburguesas,null,S/ 6.50,39 min,4.8
