Yelp,sourcing_yelp,Gelats Amb Fruits,Restaurants,NA,Spain,Cambrills,CBL,"Calle Consolat de MAR, 8043850 Cambrils",NA,NA,NA,977 365 782,NA,,https://www.yelp.com,https://www.yelp.com/biz/gelats-amb-fruits-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Melgamon,Restaurants,NA,Spain,Cambrills,CBL,"Travesia Ancora, 143850 Cambrils",NA,NA,NA,977 791 250,NA,,https://www.yelp.com,https://www.yelp.com/biz/melgamon-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Restauracio Cambrilenca Tomas i Gami,Restaurants,NA,Spain,Cambrills,CBL,"Calle PAU Casals, 3743850 Cambrils",NA,NA,NA,977 364 054,NA,,https://www.yelp.com,https://www.yelp.com/biz/restauracio-cambrilenca-tomas-i-gami-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Taberna Lekeitio Cambrills S.ll,Restaurants,NA,Spain,Cambrills,CBL,"Calle Cristofor Colom, 4143850 Cambrils",NA,NA,NA,977 794 668,NA,,https://www.yelp.com,https://www.yelp.com/biz/taberna-lekeitio-cambrills-s-ll-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Alcantara Curiel Benito,Restaurants,NA,Spain,Cambrills,CBL,"C Consolat de MAR, 7643850 Cambrils",NA,NA,NA,977 361 727,NA,,https://www.yelp.com,https://www.yelp.com/biz/alcantara-curiel-benito-cambrils-2,NA,NA,NA
Yelp,sourcing_yelp,Tiki Tapas,Tapas Bars,NA,Spain,Cambrills,CBL,"Calle Santa joaquina de vedruna, s/n43850 Cambrils",NA,NA,NA,637 997 056,NA,,https://www.yelp.com,https://www.yelp.com/biz/tiki-tapas-cambrils,NA,NA,"NA
Mon 9:00 AM - 11:00 PM
Tue 9:00 AM - 11:00 PM
Wed 9:00 AM - 11:00 PM
Thu 9:00 AM - 4:00 PM
Fri Closed
Sat 9:00 AM - 11:00 PM
Sun 9:00 AM - 11:00 PM"
Yelp,sourcing_yelp,Ruano,Restaurants,NA,Spain,Cambrills,CBL,"Calle Consolat de MAR, 7043850 Cambrils",NA,NA,NA,977 366 138,NA,,https://www.yelp.com,https://www.yelp.com/biz/ruano-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Xabier Marti y Fills,Restaurants,NA,Spain,Cambrills,CBL,"Calle Barques, 1443850 Cambrils",NA,NA,NA,977 360 814,NA,,https://www.yelp.com,https://www.yelp.com/biz/xabier-marti-y-fills-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Club Nàutic Cambrils,Mediterranean,NA,Spain,Cambrills,CBL,"Passeig Miramar, 543850 Cambrils",NA,NA,NA,977 360 531,NA,,https://www.yelp.com,https://www.yelp.com/biz/club-n%C3%A0utic-cambrils-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Casa Jordi,Spanish,NA,Spain,Cambrills,CBL,Carrer de Joan Ruiz i Porta 443005 Tarragona,NA,NA,NA,NA,5  ,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/casa-jordi-tarragona,NA,NA,NA
Yelp,sourcing_yelp,Restaurante Posito de Pescadores,Seafood,NA,Spain,Cambrills,CBL,"Plaza Antic Posit de Pescadors 2Cambrils, Tarragona",NA,NA,NA,977 361 741,3  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/restaurante-posito-de-pescadores-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Maset,"Seafood, Mediterranean",NA,Spain,Cambrills,CBL,"Carrer del Consolat de Mar, 4843850 Cambrils",NA,NA,NA,977 364 676,4  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/maset-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Fonda el Camí,Mediterranean,NA,Spain,Cambrills,CBL,Carrer Mossèn Jacint Verdaguer 1743850 Cambrils,NA,NA,NA,977 360 302,NA,,https://www.yelp.com,https://www.yelp.com/biz/fonda-el-cam%C3%AD-cambrils-2,NA,NA,NA
Yelp,sourcing_yelp,La Toscana,Spanish,NA,Spain,Cambrills,CBL,"Calle Escultor Rocamora, 2243204 Reus",NA,NA,NA,977 775 310,5  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/la-toscana-reus,NA,NA,NA
Yelp,sourcing_yelp,Shambala,American (Traditional),NA,Spain,Cambrills,CBL,"Av. de Ramon d'Olzina, 8943480 Vila-seca de Solcina",NA,NA,NA,977 391 354,4  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/shambala-vila-seca-de-solcina,NA,NA,NA
Yelp,sourcing_yelp,Bar el Maño,"Spanish, Tapas Bars",NA,Spain,Cambrills,CBL,"Passeig del Mediterrani, 3843892 Mont-roig del Camp",NA,NA,NA,977 810 110,5  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/bar-el-ma%C3%B1o-mont-roig-del-camp-3,NA,NA,NA
Yelp,sourcing_yelp,Taverna Reus,"Bars, Spanish",NA,Spain,Cambrills,CBL,"Carrer de la Lleona, 3A43201 Reus",NA,NA,NA,687 236 292,4  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/taverna-reus-reus,NA,NA,NA
Yelp,sourcing_yelp,Bar-Restaurante Maritimo,Modern European,NA,Spain,Cambrills,CBL,"Paseo Maritimo 105Cambrils, Tarragona",NA,NA,NA,977 364 755,4  ,1 review,https://www.yelp.com,https://www.yelp.com/biz/bar-restaurante-maritimo-cambrils,NA,NA,NA
Yelp,sourcing_yelp,La Tasquilla,Spanish,NA,Spain,Cambrills,CBL,"Carrer Golf de Sant Jordi, 2-443850 Cambrils",NA,NA,NA,977 792 878,4  ,2 reviews,https://www.yelp.com,https://www.yelp.com/biz/la-tasquilla-cambrils,NA,NA,NA
Yelp,sourcing_yelp,Vora,"Mediterranean, Bars",NA,Spain,Cambrills,CBL,"Carrer Galceran Marquet, 243850 Cambrils",NA,NA,NA,977 792 472,NA,,https://www.yelp.com,https://www.yelp.com/biz/vora-cambrils,NA,NA,NA
