Premium Angus Shop,https://tazz.ro/bucuresti/locatie/premium-angus-shop/1470/,00:00-00:00
La Mosu,https://tazz.ro/bucuresti/locatie/la-mosu/3259/,11:00-22:00
IndiVan Tineretului,https://tazz.ro/bucuresti/locatie/indivan-tineretului/1962/,11:00-20:00
No Name,https://tazz.ro/bucuresti/locatie/no-name/997/,10:00-21:30
Trenta Pizza Tineretului,https://tazz.ro/bucuresti/locatie/trenta-pizza-tineretului/2698/,11:00-22:45
Fomila,https://tazz.ro/bucuresti/locatie/fomila/3356/,10:00-22:00
Gyros Mania,https://tazz.ro/bucuresti/locatie/gyros-mania/3311/,10:00-19:30
Design Floral,https://tazz.ro/bucuresti/locatie/design-floral/3046/,08:15-20:15
The Soup Carousel,https://tazz.ro/bucuresti/locatie/the-soup-carousel/3405/,10:00-21:00
Springtime Victoriei,https://tazz.ro/bucuresti/locatie/springtime-victoriei/2447/,10:00-21:30
Sahin Kebap,https://tazz.ro/bucuresti/locatie/sahin-kebap/3273/,10:00-19:00
Cofetaria Casandra,https://tazz.ro/bucuresti/locatie/cofetaria-casandra/2543/,09:00-21:00
Chopstix Ready to Box Park Lake,https://tazz.ro/bucuresti/locatie/chopstix-ready-to-box-park-lake/1819/,11:00-20:00
Petritis Gyros,https://tazz.ro/bucuresti/locatie/petritis-gyros/3132/,10:00-22:00
Decathlon Iuliu Maniu,https://tazz.ro/bucuresti/locatie/decathlon-iuliu-maniu/3117/,09:30-21:30
Porto Gallo Pipera,https://tazz.ro/bucuresti/locatie/porto-gallo-pipera/3075/,10:00-20:30
Cuibul Randunelelor,https://tazz.ro/bucuresti/locatie/cuibul-randunelelor/3278/,11:00-22:00
Trattoria Verdi Aviatorilor,https://tazz.ro/bucuresti/locatie/trattoria-verdi-aviatorilor/923/,10:30-22:00
Oala lui Vio,https://tazz.ro/bucuresti/locatie/oala-lui-vio/3314/,08:00-22:00
Colt de Rai,https://tazz.ro/bucuresti/locatie/colt-de-rai/3260/,11:00-22:00
Coffee Up,https://tazz.ro/bucuresti/locatie/coffee-up/877/,10:00-19:00
Cetatea din Alep,https://tazz.ro/bucuresti/locatie/cetatea-din-alep/3217/,10:30-21:30
Ciorbe si placinte Iancu de Hunedoara,https://tazz.ro/bucuresti/locatie/ciorbe-si-placinte-iancu-de-hunedoara/940/,10:00-19:45
Restaurant Mode,https://tazz.ro/bucuresti/locatie/restaurant-mode/1903/,10:00-22:00
Chocoloco,https://tazz.ro/bucuresti/locatie/chocoloco/2939/,11:00-22:00
Dristor Kebap Delivery - Sun Plaza,https://tazz.ro/bucuresti/locatie/dristor-kebap-delivery-sun-plaza/1758/,10:00-21:30
Chopstix Ready to Box Orhideea,https://tazz.ro/bucuresti/locatie/chopstix-ready-to-box-orhideea/1818/,11:00-20:00
Burgr factory Dacia,https://tazz.ro/bucuresti/locatie/burgr-factory-dacia/2120/,10:00-22:00
Primus,https://tazz.ro/bucuresti/locatie/primus/2350/,10:00-21:30
Chopstix Ready to Box Feeria,https://tazz.ro/bucuresti/locatie/chopstix-ready-to-box-feeria/1820/,11:00-20:00
Gyros Thessalonikis Chitilei,https://tazz.ro/bucuresti/locatie/gyros-thessalonikis-chitilei/2452/,10:00-22:00
Porto Gallo Victoriei,https://tazz.ro/bucuresti/locatie/porto-gallo-victoriei/3076/,10:30-20:30
La Ciorbe,https://tazz.ro/bucuresti/locatie/la-ciorbe/2770/,11:00-22:00
Arc Bakery,https://tazz.ro/bucuresti/locatie/arc-bakery/3321/,10:00-18:00
Bacania Companion,https://tazz.ro/bucuresti/locatie/bacania-companion/3138/,08:30-19:00
Becker Brau,https://tazz.ro/bucuresti/locatie/becker-brau/3409/,11:00-22:00
Beraria Centrala,https://tazz.ro/bucuresti/locatie/beraria-centrala/3197/,11:00-21:45
Beraria Park 2,https://tazz.ro/bucuresti/locatie/beraria-park-2/3244/,10:00-22:00
Bio Bio Gelato,https://tazz.ro/bucuresti/locatie/bio-bio-gelato/3403/,10:00-22:00
Bucataria lu` Peste,https://tazz.ro/bucuresti/locatie/bucataria-lu-peste/2195/,11:00-21:45
Burger Show Domenii,https://tazz.ro/bucuresti/locatie/burger-show-domenii/2672/,10:30-21:30
Burger UNO.,https://tazz.ro/bucuresti/locatie/burger-uno-/3340/,11:00-22:00
Ciccio Pizza,https://tazz.ro/bucuresti/locatie/ciccio-pizza/2977/,11:00-18:30
Conacul Nobil Decebal,https://tazz.ro/bucuresti/locatie/conacul-nobil-decebal/2252/,11:00-22:00
Conacul Nobil Pache,https://tazz.ro/bucuresti/locatie/conacul-nobil-pache/3305/,11:00-22:00
