Perfumeria E Higiene,Gel de ducha clásico suave para todo tipo de pieles 1000 ml.,"2,20 €","0,05 €/ud",https://www.carrefour.es/supermercado/discos-desmaquillantes-120-ud-producto-blanco/R-803482483/p
,,,,
Perfumeria E Higiene,Protegeslip Cottonlike normal Evax 44 ud.,"1,45 €","1,93 €/100ml",https://www.carrefour.es/supermercado/discos-desmaquillantes-120-ud-producto-blanco/R-803482483/p
,,,,
Perfumeria E Higiene,Dentífrico triple acción menta original Colgate 75 ml.,"1,34 €","3,20 €/100ml",https://www.carrefour.es/supermercado/bastoncillos-de-algodon-200-ud-producto-blanco/R-835033653/p
,,,,
Perfumeria E Higiene,Dentífrico original 12h protección completa Colgate Total 75 ml,"1,30 €","0,27 €/100ml",https://www.carrefour.es/supermercado/bastoncillos-de-algodon-200-ud-producto-blanco/R-835033653/p
,,,,
Perfumeria E Higiene,Enjuague bucal triple acción Carrefour 500 ml.,"3,99 €","0,26 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-nutritivo-lactovit-900-ml-lactovit/R-706508521/p
,,,,
Perfumeria E Higiene,Jabón de manos avena Carrefour 500 ml.,"1,25 €","0,12 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-nutritivo-lactovit-900-ml-lactovit/R-706508521/p
,,,,
Perfumeria E Higiene,Compresas Cottonlike normal con alas Evax 32 ud.,"2,40 €","0,17 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530014
,,,,
Perfumeria E Higiene,Gel de ducha Hidratante Coco Carrefour 750 ml.,"1,13 €","1,60 €/100ml",https://www.carrefour.es/supermercado/dentifrico-pro-expert-multi-proteccion-menta-fresca-oral-b-pack-de-2-unidades-de-75-ml-oral-b/R-692602666/p
,,,,
Perfumeria E Higiene,Dentífrico anti-sarro+blanqueador Colgate pack de 2 unidades de 75 ml.,"2,80 €","0,11 €/ud",https://www.carrefour.es/supermercado/dentifrico-pro-expert-multi-proteccion-menta-fresca-oral-b-pack-de-2-unidades-de-75-ml-oral-b/R-692602666/p
,,,,
Perfumeria E Higiene,Compresas ultra con alas Noche Carrefour 10 ud.,"1,30 €","0,47 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-hidratante-natural-honey-750-ml-natural-honey/R-521008001/p
Perfumeria E Higiene,Gel de ducha hidratante avena Instituto Español 1250 ml.,"1,92 €","0,15 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-hidratante-avena-instituto-espanol-1250-ml-instituto-espanol/R-522713540/p
Perfumeria E Higiene,Compresas Cottonlike noche con alas Evax 18 ud.,"4,25 €","0,24 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-hidratante-avena-instituto-espanol-1250-ml-instituto-espanol/R-522713540/p
Perfumeria E Higiene,Dentífrico original Colgate Total pack de 2 unidades de 75 ml.,"3,90 €","2,60 €/100ml",https://www.carrefour.es/supermercado/compresas-cottonlike-noche-con-alas-evax-18-ud-evax/R-795705218/p
Perfumeria E Higiene,Desodorante roll-on dermo extra control 48h antitranspirante piel sana Sanex pack de 2 unidades de 50 ml.,"3,35 €","3,35 €/100ml",https://www.carrefour.es/supermercado/compresas-cottonlike-noche-con-alas-evax-18-ud-evax/R-795705218/p
Perfumeria E Higiene,Gel de ducha en crema con leche y miel NB Palmolive 600 ml.,"2,50 €","0,42 €/100ml",https://www.carrefour.es/supermercado/HuchaPromocion?promoId=huchaDisc420089
Perfumeria E Higiene,Enjuague bucal triple action Colgate 500 ml.,"3,15 €","0,63 €/100ml",https://www.carrefour.es/supermercado/dentifrico-original-colgate-total-pack-de-2-unidades-de-75-ml-colgate/R-prod1020145/p
Perfumeria E Higiene,Gel de ducha nutritivo intenso Dove 750 ml.,"2,00 €","0,53 €/100ml",https://www.carrefour.es/supermercado/dentifrico-original-colgate-total-pack-de-2-unidades-de-75-ml-colgate/R-prod1020145/p
Perfumeria E Higiene,Gel de ducha aloe vera con sales minerales piel ultrahidratada La Toja 550 ml.,"3,99 €","0,36 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530050
Perfumeria E Higiene,Compresas Cottonlike super con alas Evax 24 ud.,"1,62 €","0,17 €/ud",https://www.carrefour.es/supermercado/desodorante-roll-on-dermo-extra-control-48h-antitranspirante-piel-sana-sanex-pack-de-2-unidades-de-50-ml-sanex/R-520664814/p
Perfumeria E Higiene,Protegeslip normal Carrefour 60 ud.,"4,00 €","0,03 €/ud",https://www.carrefour.es/supermercado/desodorante-roll-on-dermo-extra-control-48h-antitranspirante-piel-sana-sanex-pack-de-2-unidades-de-50-ml-sanex/R-520664814/p
Perfumeria E Higiene,Champú anticaspa Classic para cabello normal H&S 360 ml.,"2,75 €","1,11 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530012
Perfumeria E Higiene,Jabón de manos hidratante con aloe vera y té verde Sanytol 250 ml,"2,00 €","1,10 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-en-crema-con-leche-y-miel-nb-palmolive-600-ml-nb-palmolive/R-530067240/p
Perfumeria E Higiene,Gel de ducha con sales minerales de agua termal piel suave y cuidada La Toja 550 ml.,"1,30 €","0,36 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-en-crema-con-leche-y-miel-nb-palmolive-600-ml-nb-palmolive/R-530067240/p
Perfumeria E Higiene,Jabón de manos aloe vera Carrefour 500 ml.,"1,60 €","0,26 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530009
Perfumeria E Higiene,Jabón de manos en pastilla Beauty Cream Bar Dove pack de 2 unidades de 100 g.,"1,36 €","0,80 €/100g",https://www.carrefour.es/supermercado/enjuague-bucal-triple-action-colgate-500-ml-colgate/R-760342272/p
Perfumeria E Higiene,Champú anticaspa para cabello graso Citrus Fresh H&S 90 ml.,"5,70 €","1,81 €/100ml",https://www.carrefour.es/supermercado/enjuague-bucal-triple-action-colgate-500-ml-colgate/R-760342272/p
Perfumeria E Higiene,Dentífrico para dientes sensibles Duplo Pack Blanqueante Sensodyne pack de 2 unidade de 75 ml.,"3,85 €","3,80 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-nutritivo-intenso-dove-750-ml-dove/R-797608358/p
Perfumeria E Higiene,SALVASLIP EVAX MAXI PACK 72 UN,"3,90 €","0,05 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-nutritivo-intenso-dove-750-ml-dove/R-797608358/p
Perfumeria E Higiene,Gel de ducha elixir de argán Natural Honey 650 ml.,"2,50 €","0,30 €/100ml",https://www.carrefour.es/supermercado/HuchaPromocion?promoId=huchaDisc420090
Perfumeria E Higiene,Mascarilla capilar reconstructora de keratina Repara & Protege Pro-V Pantene 300 ml.,"2,40 €","1,30 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-aloe-vera-con-sales-minerales-piel-ultrahidratada-la-toja-550-ml-la-toja/R-prod810479/p
Perfumeria E Higiene,Dentífrico para dientes sensibles Duplo Pack Proteción diaria Sensodyne pack de 2 unidades de 75 ml.,"5,70 €","3,80 €/100ml",https://www.carrefour.es/supermercado/dentifrico-para-dientes-sensibles-duplo-pack-protecion-diaria-sensodyne-pack-de-2-unidades-de-75-ml-sensodyne/R-prod60066/p
Perfumeria E Higiene,Jabón de manos glicerina Carrefour 500 ml.,"1,30 €","0,26 €/100ml",https://www.carrefour.es/supermercado/dentifrico-para-dientes-sensibles-duplo-pack-protecion-diaria-sensodyne-pack-de-2-unidades-de-75-ml-sensodyne/R-prod60066/p
Perfumeria E Higiene,Gel de ducha en crema con flor de cereza NB Palmolive 600 ml.,"2,50 €","0,42 €/100ml",https://www.carrefour.es/supermercado/jabon-de-manos-glicerina-carrefour-500-ml-carrefour/R-fprod1350034/p
Perfumeria E Higiene,Champú Color-Vive para cabello teñido o con mechas L'Oréal-Elvive 370 ml.,"2,75 €","1,02 €/100ml",https://www.carrefour.es/supermercado/jabon-de-manos-glicerina-carrefour-500-ml-carrefour/R-fprod1350034/p
Perfumeria E Higiene,Compresas con alas noche Ausonia 24 ud.,"1,30 €","0,19 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-en-crema-con-flor-de-cereza-nb-palmolive-600-ml-nb-palmolive/R-526413853/p
Perfumeria E Higiene,Compresas super con alas Evax Liberty 10 ud.,"2,29 €","0,27 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-en-crema-con-flor-de-cereza-nb-palmolive-600-ml-nb-palmolive/R-526413853/p
Perfumeria E Higiene,Jabón de manos perfume manzana Carrefour Kids 500 ml.,"3,84 €","2,60 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530009
Perfumeria E Higiene,Gel de ducha en crema con proteínas de leche NB Palmolive 600 ml.,"0,54 €","0,39 €/100ml",https://www.carrefour.es/supermercado/champu-color-vive-para-cabello-tenido-o-con-mechas-loreal-elvive-370-ml-loreal-elvive/R-825202143/p
Perfumeria E Higiene,Gel de ducha nutritivo Lactovit 600 ml.,"2,64 €","0,38 €/100ml",https://www.carrefour.es/supermercado/champu-color-vive-para-cabello-tenido-o-con-mechas-loreal-elvive-370-ml-loreal-elvive/R-825202143/p
Perfumeria E Higiene,Champú fortificante para pelo frágil con tendencia a caerse full resist L'Oréal-Elvive 370 ml.,"2,40 €","1,04 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530047
Perfumeria E Higiene,Discos de algodón desmaquillantes Carrefour 35 ud.,"0,90 €","0,02 €/ud",https://www.carrefour.es/supermercado/compresas-con-alas-noche-ausonia-24-ud-ausonia/R-866818910/p
Perfumeria E Higiene,Dentífrico Pro-Expert limpieza profunda Oral-B 75 ml.,"1,58 €","3,52 €/100ml",https://www.carrefour.es/supermercado/compresas-con-alas-noche-ausonia-24-ud-ausonia/R-866818910/p
Perfumeria E Higiene,Dentifrico fres gel Colgate pack de 2 unidades de 75 ml.,"5,00 €","1,60 €/100ml",https://www.carrefour.es/supermercado/HuchaPromocion?promoId=huchaDisc420089
Perfumeria E Higiene,"Seda dental mentolada, 50 m. Carrefour 1 ud.","4,88 €","0,02 €/m",https://www.carrefour.es/supermercado/compresas-super-con-alas-evax-liberty-10-ud-evax-liberty/R-prod260488/p
Perfumeria E Higiene,Compresas normal sin alas Evax 40 ud.,"1,75 €","0,09 €/ud",https://www.carrefour.es/supermercado/compresas-super-con-alas-evax-liberty-10-ud-evax-liberty/R-prod260488/p
Perfumeria E Higiene,Dentífrico junior 1 - 6 años con flúor sabor fresa suave Licor del Polo 75 ml.,"2,00 €","3,16 €/100ml",https://www.carrefour.es/supermercado/jabon-de-manos-perfume-manzana-carrefour-kids-500-ml-carrefour-kids/R-826005027/p
Perfumeria E Higiene,Champú cuidado clásico para cabello normal o graso Tresemmé 855 ml.,"4,75 €","0,58 €/100ml",https://www.carrefour.es/supermercado/jabon-de-manos-perfume-manzana-carrefour-kids-500-ml-carrefour-kids/R-826005027/p
Perfumeria E Higiene,Desodorante en spray dermo extra control Sanex pack de 2 unidades de 200 ml.,"2,30 €","1,22 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-en-crema-con-proteinas-de-leche-nb-palmolive-600-ml-nb-palmolive/R-790028982/p
Perfumeria E Higiene,Desodorante roll-on original anti-transpirante 0% alcohol Dove 50 ml.,"0,90 €","3,50 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-en-crema-con-proteinas-de-leche-nb-palmolive-600-ml-nb-palmolive/R-790028982/p
Perfumeria E Higiene,Tampones Compak super Tampax 36 ud.,"3,35 €","0,13 €/ud",https://www.carrefour.es/supermercado/tampones-compak-super-tampax-36-ud-tampax/R-521000532/p
Perfumeria E Higiene,Desodorante roll-on dermo sensitive 24h antitranspirante piel sana Sanex pack de 2 unidades de 50 ml.,"1,82 €","1,67 €/100ml",https://www.carrefour.es/supermercado/tampones-compak-super-tampax-36-ud-tampax/R-521000532/p
Perfumeria E Higiene,DENT.L.POLO 2 EN 1 VERDE 75ML,"1,24 €","2,43 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530039
Perfumeria E Higiene,Cepillo dental suave Carrefour 4 ud.,"1,25 €","0,31 €/ud",https://www.carrefour.es/supermercado/desodorante-roll-on-dermo-sensitive-24h-antitranspirante-piel-sana-sanex-pack-de-2-unidades-de-50-ml-sanex/R-520664833/p
Perfumeria E Higiene,Gel de ducha Dermoprotector Carrefour 750 ml.,"2,64 €","0,17 €/100ml",https://www.carrefour.es/supermercado/desodorante-roll-on-dermo-sensitive-24h-antitranspirante-piel-sana-sanex-pack-de-2-unidades-de-50-ml-sanex/R-520664833/p
Perfumeria E Higiene,Dentífrico 3D White Blancura radiante Oral-B 75 ml.,"1,82 €","3,52 €/100ml",https://www.carrefour.es/supermercado/promocion?promoId=promof2530012
Perfumeria E Higiene,DENT JUNIOR 2/1 L.POLO 75 ML,"4,15 €","2,43 €/100ml",https://www.carrefour.es/supermercado/dentlpolo-2-en-1-verde-75ml-licor-del-polo/R-543601938/p
Perfumeria E Higiene,Gel hidroalcohocólico 70 % Sac 500 ml.,"4,85 €","0,83 €/100ml",https://www.carrefour.es/supermercado/dentlpolo-2-en-1-verde-75ml-licor-del-polo/R-543601938/p
Perfumeria E Higiene,Desodorante en spray aero original Dove pack de 2 unidades de 200 ml.,"0,93 €","1,21 €/100ml",https://www.carrefour.es/supermercado/HuchaPromocion?promoId=huchaDisc420129
Perfumeria E Higiene,Esponja doble acción exfoliación profunda Carrefour 2 ud.,"1,97 €","0,46 €/ud",https://www.carrefour.es/supermercado/cepillo-dental-suave-carrefour-4-ud-carrefour/R-681101815/p
Perfumeria E Higiene,Compresas ultrafinas con alas super Carrefour 24 ud.,"2,50 €","0,08 €/ud",https://www.carrefour.es/supermercado/cepillo-dental-suave-carrefour-4-ud-carrefour/R-681101815/p
Perfumeria E Higiene,Gel de ducha piel sana formato familiar Instituto Español 1250 ml.,"1,24 €","0,20 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-dermoprotector-carrefour-750-ml-carrefour/R-prod1070640/p
Perfumeria E Higiene,Gel de ducha con aloe vera Carrefour 750 ml.,"0,99 €","0,17 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-dermoprotector-carrefour-750-ml-carrefour/R-prod1070640/p
Perfumeria E Higiene,Compresas ultra fina con alas super Carrefour 12 ud.,"1,85 €","0,08 €/ud",https://www.carrefour.es/supermercado/dentifrico-3d-white-blancura-radiante-oral-b-75-ml-oral-b/R-749528643/p
Perfumeria E Higiene,Desodorante roll-on para hombre anti-transpirante Nivea 50 ml.,"1,50 €","3,70 €/100ml",https://www.carrefour.es/supermercado/dentifrico-3d-white-blancura-radiante-oral-b-75-ml-oral-b/R-749528643/p
Perfumeria E Higiene,Desodorante roll-on piel normal con piedra de alumbre Natur Protect Sanex 45 ml.,"3,60 €","3,00 €/100ml",https://www.carrefour.es/supermercado/HuchaPromocion?promoId=huchaDisc440006
Perfumeria E Higiene,Tampones Compak superplus Tampax 22 ud.,"1,82 €","0,16 €/ud",https://www.carrefour.es/supermercado/dent-junior-2-1-lpolo-75-ml-licor-del-polo/R-530362800/p
Perfumeria E Higiene,DENT.BLANCO 2/1 LICOR POLO 75,"1,46 €","2,43 €/100ml",https://www.carrefour.es/supermercado/dent-junior-2-1-lpolo-75-ml-licor-del-polo/R-530362800/p
Perfumeria E Higiene,Compresas Fina y Segura normal con alas Evax 12 ud.,"5,45 €","0,12 €/ud",https://www.carrefour.es/supermercado/HuchaPromocion?promoId=huchaDisc420129
Perfumeria E Higiene,Compresas Cottonlike normal plus con alas Evax 28 ud.,"3,05 €","0,19 €/ud",https://www.carrefour.es/supermercado/gel-hidroalcohocolico-70-sac-500-ml/R-VC4AECOMM-507326/p
Perfumeria E Higiene,Gel de ducha nutritivo hidratación profunda Dove 600 ml.,"0,99 €","0,51 €/100ml",https://www.carrefour.es/supermercado/gel-hidroalcohocolico-70-sac-500-ml/R-VC4AECOMM-507326/p
Perfumeria E Higiene,CH LECHE ALMEND-VAINILL PPB 1L,"1,23 €","0,10 €/100ml",https://www.carrefour.es/supermercado/desodorante-en-spray-aero-original-dove-pack-de-2-unidades-de-200-ml-dove/R-600804881/p
Perfumeria E Higiene,Champú brillo y suavidad para cabello graso Carrefour 750 ml.,"2,30 €","0,16 €/100ml",https://www.carrefour.es/supermercado/desodorante-en-spray-aero-original-dove-pack-de-2-unidades-de-200-ml-dove/R-600804881/p
Perfumeria E Higiene,Champú repara y protege Pantene 90 ml.,"1,34 €","1,49 €/100ml",https://www.carrefour.es/supermercado/champu-repara-y-protege-pantene-90-ml-pantene/R-636701889/p
Perfumeria E Higiene,Jabón de manos Rosa Mosqueta Babaria 500 ml.,"1,99 €","0,40 €/100ml",https://www.carrefour.es/supermercado/champu-repara-y-protege-pantene-90-ml-pantene/R-636701889/p
Perfumeria E Higiene,Compresas con alas normal Ausonia 36 ud.,"4,60 €","0,12 €/ud",https://www.carrefour.es/supermercado/jabon-de-manos-rosa-mosqueta-babaria-500-ml-babaria/R-594301555/p
Perfumeria E Higiene,Champú hidratación intensa para cabello seco a dañado Tresemmé 855 ml.,"5,00 €","0,58 €/100ml",https://www.carrefour.es/supermercado/jabon-de-manos-rosa-mosqueta-babaria-500-ml-babaria/R-594301555/p
Perfumeria E Higiene,Protegeslip maxi Carrefour 30 ud.,"1,22 €","0,04 €/ud",https://www.carrefour.es/supermercado/compresas-con-alas-normal-ausonia-36-ud-ausonia/R-584301522/p
Perfumeria E Higiene,Crema hidratante Nivea 400 ml.,"5,15 €","1,29 €/100ml",https://www.carrefour.es/supermercado/compresas-con-alas-normal-ausonia-36-ud-ausonia/R-584301522/p
Perfumeria E Higiene,Jabón de manos Nostalgia Carrefour 500 ml.,"1,30 €","0,26 €/100ml",https://www.carrefour.es/supermercado/champu-hidratacion-intensa-para-cabello-seco-a-danado-tresemme-855-ml/R-VC4AECOMM-468608/p
Perfumeria E Higiene,Champú brillo exprés Carrefour 750 ml.,"1,23 €","0,16 €/100ml",https://www.carrefour.es/supermercado/champu-hidratacion-intensa-para-cabello-seco-a-danado-tresemme-855-ml/R-VC4AECOMM-468608/p
Perfumeria E Higiene,Compresas ultra fina con alas normal + Carrefour 14 ud.,"1,71 €","0,12 €/ud",https://www.carrefour.es/supermercado/protegeslip-maxi-carrefour-30-ud-carrefour/R-521000550/p
Perfumeria E Higiene,Desodorante en spray Dark Temptation Axe pack de 2 unidades de 150 ml.,"4,00 €","1,33 €/100ml",https://www.carrefour.es/supermercado/protegeslip-maxi-carrefour-30-ud-carrefour/R-521000550/p
Perfumeria E Higiene,Compresas noche superplus Ausonia 10 ud.,"2,05 €","0,20 €/ud",https://www.carrefour.es/supermercado/crema-hidratante-nivea-400-ml-nivea/R-520664251/p
Perfumeria E Higiene,Gel de ducha con aloe vera NB Palmolive 600 ml.,"2,50 €","0,42 €/100ml",https://www.carrefour.es/supermercado/crema-hidratante-nivea-400-ml-nivea/R-520664251/p
Perfumeria E Higiene,Tampones Compak regular Tampax 36 ud.,"4,95 €","0,14 €/ud",https://www.carrefour.es/supermercado/jabon-de-manos-nostalgia-carrefour-500-ml-carrefour/R-fprod1340013/p
Perfumeria E Higiene,Desodorante roll-on sensitive sin perfume Byly 50 ml.,"1,55 €","3,10 €/100ml",https://www.carrefour.es/supermercado/jabon-de-manos-nostalgia-carrefour-500-ml-carrefour/R-fprod1340013/p
Perfumeria E Higiene,Tampones Pearl super plus Tampax 24 ud.,"4,50 €","0,19 €/ud",https://www.carrefour.es/supermercado/champu-brillo-expres-carrefour-750-ml-carrefour/R-814301079/p
Perfumeria E Higiene,ENJ.BUCAL C.TOTAL LISTERINE 1L,"8,97 €","0,90 €/100ml",https://www.carrefour.es/supermercado/champu-brillo-expres-carrefour-750-ml-carrefour/R-814301079/p
Perfumeria E Higiene,Jabón de manos nutritivo con almendras y jalea real Sanytol 250 ml.,"2,75 €","1,10 €/100ml",https://www.carrefour.es/supermercado/compresas-ultra-fina-con-alas-normal-carrefour-14-ud-carrefour/R-864802169/p
Perfumeria E Higiene,Dentífrico para dientes sensibles repair & protect Sensodyne 75 ml.,"4,15 €","5,53 €/100ml",https://www.carrefour.es/supermercado/compresas-ultra-fina-con-alas-normal-carrefour-14-ud-carrefour/R-864802169/p
Perfumeria E Higiene,Dentífrico blanqueador 12h de protección completa Colgate Total 75 ml.,"2,10 €","2,80 €/100ml",https://www.carrefour.es/supermercado/desodorante-en-spray-dark-temptation-axe-pack-de-2-unidades-de-150-ml-axe/R-757607333/p
Perfumeria E Higiene,GEL MARINE MAGNO 550 ML,"2,80 €","0,51 €/100ml",https://www.carrefour.es/supermercado/desodorante-en-spray-dark-temptation-axe-pack-de-2-unidades-de-150-ml-axe/R-757607333/p
Perfumeria E Higiene,Espuma para rizos definidos Pro-V Pantene 250 ml.,"3,00 €","1,20 €/100ml",https://www.carrefour.es/supermercado/compresas-noche-superplus-ausonia-10-ud-ausonia/R-521000477/p
Perfumeria E Higiene,Desodorante en spray Dermo Invisible Sanex pack de 2 unidades de 200 ml.,"4,88 €","1,22 €/100ml",https://www.carrefour.es/supermercado/compresas-noche-superplus-ausonia-10-ud-ausonia/R-521000477/p
Perfumeria E Higiene,Cepillo dental infantil + 3 años Carrefour 3 ud.,"2,10 €","0,70 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-con-aloe-vera-nb-palmolive-600-ml-nb-palmolive/R-prod1100036/p
Perfumeria E Higiene,Champú Cuidado Arcilla Extraordinaria para cabello normal o con tendencia a engrasarse L'Oréal-Elvive 370 ml.,"3,84 €","1,04 €/100ml",https://www.carrefour.es/supermercado/gel-de-ducha-con-aloe-vera-nb-palmolive-600-ml-nb-palmolive/R-prod1100036/p
Perfumeria E Higiene,Desodorante roll-on invisible For Black & White Clear roll-on Nivea 50 ml.,"1,85 €","3,70 €/100ml",https://www.carrefour.es/supermercado/desodorante-roll-on-invisible-for-black-white-clear-roll-on-nivea-50-ml-nivea/R-593901537/p
Perfumeria E Higiene,Discos desmaquillantes Sensitive Demak Up 72 ud.,"1,85 €","1,85 €/ud",https://www.carrefour.es/supermercado/desodorante-roll-on-invisible-for-black-white-clear-roll-on-nivea-50-ml-nivea/R-593901537/p
Perfumeria E Higiene,Jabón de manos cocina elimina los malos olores Snytol 250 ml.,"2,75 €","1,10 €/100ml",https://www.carrefour.es/supermercado/discos-desmaquillantes-sensitive-demak-up-72-ud-demak-up/R-521010180/p
Perfumeria E Higiene,Gel de ducha vainilla Carrefour 750 ml.,"1,29 €","0,17 €/100ml",https://www.carrefour.es/supermercado/discos-desmaquillantes-sensitive-demak-up-72-ud-demak-up/R-521010180/p
Perfumeria E Higiene,Dentrífico original Kemphor pack de 2 unidades de 75 ml.,"3,30 €","2,20 €/100ml",https://www.carrefour.es/supermercado/jabon-de-manos-cocina-elimina-los-malos-olores-snytol-250-ml/R-VC4AECOMM-478886/p
Perfumeria E Higiene,Esponja de baño Tobain 3 ud.,"1,12 €","1,12 €/ud",https://www.carrefour.es/supermercado/jabon-de-manos-cocina-elimina-los-malos-olores-snytol-250-ml/R-VC4AECOMM-478886/p
Perfumeria E Higiene,Cepillo de dientes hard Carrefour 4 ud.,"1,33 €","0,33 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-vainilla-carrefour-750-ml-carrefour/R-fprod1380209/p
Perfumeria E Higiene,Compresas con alas noche Ausonia 9 ud.,"1,68 €","0,19 €/ud",https://www.carrefour.es/supermercado/gel-de-ducha-vainilla-carrefour-750-ml-carrefour/R-fprod1380209/p
Perfumeria E Higiene,Desodorante en spray Marine Axe pack de 2 unidades de 150 ml.,"4,00 €","1,33 €/100ml",https://www.carrefour.es/supermercado/dentrifico-original-kemphor-pack-de-2-unidades-de-75-ml-kemphor/R-521028451/p
Perfumeria E Higiene,Gel de ducha Amazonian Secrets Natural Honey 650 ml,"2,08 €","3,20 €/l",https://www.carrefour.es/supermercado/dentrifico-original-kemphor-pack-de-2-unidades-de-75-ml-kemphor/R-521028451/p
Perfumeria E Higiene,Champú fortificante Hidra Rizos para cabello rizado u ondulado Garnier-Fructis 360 ml.,"3,59 €","1,00 €/100ml",https://www.carrefour.es/supermercado/esponja-de-bano-tobain-3-ud-tobain/R-619902583/p
Perfumeria E Higiene,Dentífrico 3D White Luxe Perfección Oral-B 75 ml.,"2,92 €","3,89 €/100ml",https://www.carrefour.es/supermercado/esponja-de-bano-tobain-3-ud-tobain/R-619902583/p
Perfumeria E Higiene,Compresas con alas Sensitive Ausonia 14 ud.,"1,67 €","0,12 €/ud",https://www.carrefour.es/supermercado/cepillo-de-dientes-hard-carrefour-4-ud/R-VC4AECOMM-455891/p
Perfumeria E Higiene,Gel de ducha Coco Addiction Natural Honey 750 ml.,"1,24 €","0,38 €/100ml",https://www.carrefour.es/supermercado/cepillo-de-dientes-hard-carrefour-4-ud/R-VC4AECOMM-455891/p
