Restaurant Name,URL,Reviews,Tags,Created_at(date),Created_at(time)
Chippys Chicken n Chips,https://food.jumia.co.ke/restaurant/k2ry/chippys-chicken-n-chips,4.8,African  Chinese  Pan Asian,31/07/2020,15:07:59
Ngara Riverside Lodge,https://food.jumia.co.ke/restaurant/k7rm/ngara-riverside-lodge,5,Cakes & Pastries,31/07/2020,15:07:59
Mama Ashanti,https://food.jumia.co.ke/restaurant/k0sm/mama-ashanti,4.4,Milkshakes  Pizza,31/07/2020,15:07:59
DJC Chinese Kitchen,https://food.jumia.co.ke/restaurant/k1gx/djc-chinese-kitchen,4.3,Chicken  Healthy Food  Salad  Sandwiches  Kenyan,31/07/2020,15:07:59
Grab and Dough,https://food.jumia.co.ke/restaurant/k6eu/grab-and-dough,4.8,Supermarket  Juices,31/07/2020,15:07:59
Pizza Planet -Gateway Mall Syokimau,https://food.jumia.co.ke/restaurant/k0bd/pizza-planet-gateway-mall-syokimau,5,Chicken  Italian  Pizza,31/07/2020,15:07:59
Cafe Naivas - Thika Road,https://food.jumia.co.ke/restaurant/k7rw/cafe-naivas-thika-road,4.5,Burger  Meat  Salad  Snacks  Continental,31/07/2020,15:07:59
Coca-Cola Bottling Africa Distributor (Fedha),https://food.jumia.co.ke/restaurant/k5nk/coca-cola-company-fedha,0,Halal  Indian  Pan Asian,31/07/2020,15:08:00
Pepino's Pizza - Ruaka,https://food.jumia.co.ke/restaurant/k1jp/pepinos-ruaka,4.8,Chinese,31/07/2020,15:08:00
Royal Tulip Canaan,https://food.jumia.co.ke/restaurant/k1hc/royal-tulip-canaan,4,African  Snacks  Kenyan,31/07/2020,15:08:00
Golden Spoon BBQ,https://food.jumia.co.ke/restaurant/k3ma/goldenspoon-bbq,4.3,African  Nyama Choma  Barbeque,31/07/2020,15:08:00
Tin Tin Restaurant,https://food.jumia.co.ke/restaurant/k3hs/tin-tin,4.8,Burger  Cakes & Pastries  Continental  Healthy Food  Kenyan  Pizza  Salad  Sandwiches,31/07/2020,15:08:00
Crispy Bites Cafe - Bei Poa,https://food.jumia.co.ke/restaurant/k6su/crispy-bites-cafe-bei-poa,4.3,Continental,31/07/2020,15:08:00
Mit Aduwa,https://food.jumia.co.ke/restaurant/k6ox/mit-aduwa,1,Meat  Kenyan,31/07/2020,15:08:00
Urban Coffee - Lenana Road,https://food.jumia.co.ke/restaurant/k8sj/urban-coffee-vendor-2,4.2,Burger  Fish  Continental,31/07/2020,15:08:00
Clamar Food,https://food.jumia.co.ke/restaurant/k3pq/clamar-food,0,Italian  Continental,31/07/2020,15:08:00
Raphtins Kitchen- Bei poa,https://food.jumia.co.ke/restaurant/k3an/raphtins-kitchen,0,Indian  Barbeque,31/07/2020,15:08:00
John & Jo's - Bei Poa,https://food.jumia.co.ke/restaurant/k5xy/john,5,Kenyan  Salad,31/07/2020,15:08:00
Coffee Casa,https://food.jumia.co.ke/restaurant/k1jm/coffee-casa,4,African  Continental  Fish  Kenyan,31/07/2020,15:08:00
Chiiz Barbecue,https://food.jumia.co.ke/restaurant/k8vu/chiiz-barbecue,4,Barbeque  Chicken  Continental  Pizza  Sandwiches  Burger,31/07/2020,15:08:00
Serian Super Salad Food,https://food.jumia.co.ke/restaurant/k1gt/serian-super-salad-food,0,Halal  Indian,31/07/2020,15:08:01
Stedmak Gardens,https://food.jumia.co.ke/restaurant/k2jl/stedmak-gardens,0,Continental,31/07/2020,15:08:01
Rocaffe Kilimani,https://food.jumia.co.ke/restaurant/k5hd/rocaffe-kilimani,4,Chinese  Continental  Indian,31/07/2020,15:08:01
Hotel Joole-Lal,https://food.jumia.co.ke/restaurant/k2of/hotel-joole-lal,5,Cheese  Fish  Meat  Continental,31/07/2020,15:08:01
Wildly Coffee,https://food.jumia.co.ke/restaurant/k5nh/wildly-coffee,4.8,African,31/07/2020,15:08:01
Royal Kitchen Restaurant (Pride Inn),https://food.jumia.co.ke/restaurant/k7ok/royal-kitchen-restaurant-pride-inn,4.4,Barbeque  Kenyan  African,31/07/2020,15:08:01
La Tasca,https://food.jumia.co.ke/restaurant/k6pu/la-tasca,5,Barbeque  Burger  Souvenirs  Indian,31/07/2020,15:08:01
Hidden Bistro,https://food.jumia.co.ke/restaurant/k1go/hidden-bistro,0,Chicken,31/07/2020,15:08:01
Swadesh Restaurant,https://food.jumia.co.ke/restaurant/k3zf/swadesh-restaurant,0,Chicken  Continental,31/07/2020,15:08:01
Giocoliere.,https://food.jumia.co.ke/restaurant/k0fs/giocoliere,0,Barbeque,31/07/2020,15:08:01
Anpa Restaurant,https://food.jumia.co.ke/restaurant/k7zh/anpa-restaurant,4.5,Salad  Snacks  Continental,31/07/2020,15:08:01
Agulu Lounge - Bei Poa,https://food.jumia.co.ke/restaurant/k3yv/agulu-lounge-bei-poa,0,African  Indian  Continental,31/07/2020,15:08:01
Big Dayum Heroes,https://food.jumia.co.ke/restaurant/k5cw/big-dayum-heroes,0,Continental,31/07/2020,15:08:01
Cano Restaurant and Lounge,https://food.jumia.co.ke/restaurant/k7jg/cano-restaurant-and-lounge,0,Chicken  Continental,31/07/2020,15:08:01
Elysian Resort,https://food.jumia.co.ke/restaurant/k5vj/elysian-resort,0,Burger  Italian  Pizza,31/07/2020,15:08:01
Munch Pit,https://food.jumia.co.ke/restaurant/k7by/munch-pit,5,Ice Cream,31/07/2020,15:08:01
Saffron Kitchen,https://food.jumia.co.ke/restaurant/k7lw/saffron-kitchen,0,Pasta  Pizza  Italian,31/07/2020,15:08:01
Street Bistro - Alchemist,https://food.jumia.co.ke/restaurant/k1zj/street-bistro-alchemist,0,Barbeque  Burger  Cakes & Pastries  Pizza  Salad  Sandwiches  Continental,31/07/2020,15:08:01
Tasteez Big Filla,https://food.jumia.co.ke/restaurant/k9bk/tasteez-big-filla,0,African  Burger  Kenyan  Meat  Barbeque,31/07/2020,15:08:02
Hotel Embassy Restaurant,https://food.jumia.co.ke/restaurant/k7ft/hotel-embassy-restaurant,0,Continental,31/07/2020,15:08:02
Nairobi Pizza,https://food.jumia.co.ke/restaurant/k8kd/nairobi-pizza,4.2,Burger  Chicken  Snacks  Continental,31/07/2020,15:08:02
Buona Gelato,https://food.jumia.co.ke/restaurant/k6xc/buona-gelato,0,Sandwiches  Snacks  Ice Cream,31/07/2020,15:08:02
Buona Pizzeria.,https://food.jumia.co.ke/restaurant/k2is/buona-pizzeria,0,Chicken  Sandwiches,31/07/2020,15:08:02
Cafe Detour,https://food.jumia.co.ke/restaurant/k4ia/cafe-detour,0,Continental,31/07/2020,15:08:02
Carnivore,https://food.jumia.co.ke/restaurant/k1xg/carnivore,4,Snacks  Burger,31/07/2020,15:08:02
Charlie's Cocktails - Kileleshwa,https://food.jumia.co.ke/restaurant/k2dh/charlie-s-cocktails-kileleshwa,5,Sushi,31/07/2020,15:08:02
Coco's Bistro Limited,https://food.jumia.co.ke/restaurant/k9qs/coco-s-bistro-limited,0,Barbeque  Chicken  African,31/07/2020,15:08:02
Creamy Inn- Parklands,https://food.jumia.co.ke/restaurant/k0mx/creamy-inn-parklands,4.9,Delicatessen  Desserts  Milkshakes  Ice Cream,31/07/2020,15:08:02
Creamy Inn-Union,https://food.jumia.co.ke/restaurant/k5qg/creamy-inn-union,3.7,Healthy Food  Kenyan,31/07/2020,15:08:02
Curry Flavours,https://food.jumia.co.ke/restaurant/k4pa/curry-flavours,0,Salad  Sandwiches  Burger,31/07/2020,15:08:02
Entim Sidai Kitchen,https://food.jumia.co.ke/restaurant/k5im/entimsidai-kitchen,0,Healthy Food  Juices,31/07/2020,15:08:02
KAI -The Noodle Bar-,https://food.jumia.co.ke/restaurant/k9qb/kai-the-noodle-bar,0,Barbeque  Chicken  Continental,31/07/2020,15:08:02
Kula Korner Restaurant,https://food.jumia.co.ke/restaurant/k7kv/kula-korner-restaurant,1,Indian  Mexican  Pan Asian  Continental,31/07/2020,15:08:02
OOH Icecream Parlour,https://food.jumia.co.ke/restaurant/k1wy/ooh-icecream-parlour,4,Snacks,31/07/2020,15:08:02
Tamu fresh foods,https://food.jumia.co.ke/restaurant/k7bz/tamu-fresh-foods,0,Chicken  Continental,31/07/2020,15:08:02
The Wine Shop,https://food.jumia.co.ke/restaurant/k8gp/the-wine-shop,4.5,Continental  Indian,31/07/2020,15:08:03
Tropical Lush,https://food.jumia.co.ke/restaurant/k7su/tropical-lush-vendor,0,Burger  Meat  Pasta  Pizza  Sandwiches  Continental,31/07/2020,15:08:03
About Thyme,https://food.jumia.co.ke/restaurant/k5yr/about-thyme,4.1,African  Indian  Pizza  Kenyan,31/07/2020,15:08:03
Urban Eatery,https://food.jumia.co.ke/restaurant/k2ed/urban-eatery,3.3,Supermarket  Juices,31/07/2020,15:08:03
Sous Chef,https://food.jumia.co.ke/restaurant/k1vf/sous-chef,0,African  Kenyan,31/07/2020,15:08:03
Argenti - Riverside,https://food.jumia.co.ke/restaurant/k9rh/argenti-riverside,1,Chicken  Chinese  Mexican  Pasta  Salad  Continental,31/07/2020,15:08:03
Bazaar,https://food.jumia.co.ke/restaurant/k5dn/bazaar,0,Continental,31/07/2020,15:08:03
Harvest Family Restaurant,https://food.jumia.co.ke/restaurant/k1qc/harvest-restaurant-pre-order,0,African  Alcoholic Drinks  Chicken  Fish  Snacks  Continental,31/07/2020,15:08:03
Souk Deli,https://food.jumia.co.ke/restaurant/k9xb/souk-deli,5,Pizza,31/07/2020,15:08:03
Keringet - Fedha,https://food.jumia.co.ke/restaurant/k2eu/keringet-fedha,0,Chinese  Vegetarian  Indian,31/07/2020,15:08:03
Malindi Dishes,https://food.jumia.co.ke/restaurant/k2xh/malindi-dishes,0,Continental,31/07/2020,15:08:03
Havana Bar & Restaurante,https://food.jumia.co.ke/restaurant/k1zx/havana-bar,4.4,Meat  Kenyan,31/07/2020,15:08:03
Kalunj Kitchen and Grill,https://food.jumia.co.ke/restaurant/k6xr/kalunj-kitchen-and-grill,4.8,African,31/07/2020,15:08:03
Ssence Restaurant and Lounge,https://food.jumia.co.ke/restaurant/k8mt/ssence-restaurant-and-lounge,0,Vegetarian  Indian,31/07/2020,15:08:03
Mr Pizza,https://food.jumia.co.ke/restaurant/k8pq/mr-pizza,0,Juices,31/07/2020,15:08:03
Chowpaty - Westlands,https://food.jumia.co.ke/restaurant/k6by/chowpaty-cross-roads-plaza,0,Indian  Continental,31/07/2020,15:08:03
Fadumahindi Restaurant,https://food.jumia.co.ke/restaurant/k1eo/fadumahindi-restaurant,0,Nigerian  African,31/07/2020,15:08:03
Hanam Fries,https://food.jumia.co.ke/restaurant/k8tf/hanam-fries,0,African  Chicken  Mexican  Continental,31/07/2020,15:08:03
Spot On Grill,https://food.jumia.co.ke/restaurant/k9vx/spot-on-grill,0,African,31/07/2020,15:08:03
libra Restaurant,https://food.jumia.co.ke/restaurant/k9fp/libra-restaurant,5,Cakes & Pastries  Continental  Pizza  Chicken,31/07/2020,15:08:04
Chowpaty - HighPark,https://food.jumia.co.ke/restaurant/k1vx/chowpaty-highridge,4.6,,31/07/2020,15:08:04
Health 2OrganiKE,https://food.jumia.co.ke/restaurant/k2jh/health-2organike,0,,31/07/2020,15:08:04
The Node,https://food.jumia.co.ke/restaurant/k8fp/the-node,5,,31/07/2020,15:08:04
Big Bites,https://food.jumia.co.ke/restaurant/k7up/opp-total-petrol-station-on-ngong-road,0,,31/07/2020,15:08:04
Empire Lounge,https://food.jumia.co.ke/restaurant/k9fm/empire-lounge,5,,31/07/2020,15:08:04
Jukwaa Lounge,https://food.jumia.co.ke/restaurant/k5bw/jukwaa-lounge,0,,31/07/2020,15:08:04
Jumia Food Test Restaurant.,https://food.jumia.co.ke/restaurant/k6pn/hellofood-test-restaurant,4.8,,31/07/2020,15:08:04
