Competitor,Country Code,City Code,hex7_tag,Restaurant Name,Ratings,Reviews,Tag,Restaurant Time,Min. Order,Delivery Charges,Restaurant URL,Created_at,Updated_at
tazz.ro,RO,TIM,871e1928effffff,Berarescu,4.5,694,InternaÈ›ional ,Închide la 21:30,29 90 Lei,"6 99 								Lei",https://tazz.ro/timisoara/berarescu/516/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,Usta Doner Sagului,4.5,125,Turcesc ,Închide la 21:00,29 90 Lei,"6 99 								Lei",https://tazz.ro/timisoara/usta-doner-sagului/4614/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,Subway Timisoara,4.4,254,InternaÈ›ional ,Închide la 21:00,29 90 Lei,"6 99 								Lei",https://tazz.ro/timisoara/subway-timisoara/475/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,Casa Moc,4.4,162,InternaÈ›ional ,Închide la 21:45,29 90 Lei,"6 99 								Lei",https://tazz.ro/timisoara/casa-moc/3921/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,McDonaldâ€™s Stadion Timisoara,4.3,1362,American ,Închide la 22:00,30 00 Lei,Free Delivery,https://tazz.ro/timisoara/mcdonald-s-stadion-timisoara/1415/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,KFC Timisoara Centru,4.2,2246,American ,Închide la 21:45,30 00 Lei,"2 99 								Lei",https://tazz.ro/timisoara/kfc-timisoara-centru/1734/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,Pizza No.1,4.1,31,InternaÈ›ional ,Închide la 22:00,29 90 Lei,"6 99 								Lei",https://tazz.ro/timisoara/pizza-no-1/4814/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,KFC Shopping City Timisoara,4.1,3223,American ,Închide la 21:45,30 00 Lei,"2 99 								Lei",https://tazz.ro/timisoara/kfc-shopping-city-timisoara/1769/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,Falafel King Iulius Town,4.1,174,Oriental ,Închide la 21:00,29 90 Lei,"6 99 								Lei",https://tazz.ro/timisoara/falafel-king-iulius-town/3953/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,Greek Mam,4,48,Grecesc ,Închide la 19:00,30 00 Lei,Free Delivery,https://tazz.ro/timisoara/greek-mam/4571/partener,5/1/2021 12:11,5/1/2021 12:11
tazz.ro,RO,TIM,871e1928effffff,Falafel King Centru,3.9,196,Oriental ,Închide la 19:30,29 90 Lei,"6 99 								Lei",https://tazz.ro/timisoara/falafel-king-centru/3954/partener,5/1/2021 12:11,5/1/2021 12:11
